# t(yr) dt(yr)
6.5057696573618914e-02 2.0599996713094315e-04
6.6087696409273630e-02 1.0299998356547158e-03
6.6144160260311002e-02 5.6463851037372170e-05
6.6157366504492776e-02 1.3206244181773741e-05
6.6161495277094889e-02 4.1287726021133064e-06
6.6164752512717709e-02 3.2572356228194321e-06
6.6168009748340528e-02 3.2572356228194321e-06
6.6184295926454598e-02 1.6286178114069405e-05
6.6215697318456210e-02 3.1401392001612072e-05
6.6247098710457822e-02 3.1401392001612072e-05
6.6252714788990058e-02 5.6160785322362239e-06
6.6255930882937381e-02 3.2160939473224737e-06
6.6259146976884703e-02 3.2160939473224737e-06
6.6262487687099261e-02 3.3407102145582845e-06
6.6279191238172039e-02 1.6703551072777545e-05
6.6362708993535899e-02 8.3517755363859969e-05
6.6463427848133971e-02 1.0071885459807250e-04
6.6471471071497534e-02 8.0432233635630013e-06
6.6479514294861097e-02 8.0432233635630013e-06
6.6486625097622210e-02 7.1108027611122004e-06
6.6522179111427798e-02 3.5554013805588758e-05
6.6699949180455742e-02 1.7777006902794379e-04
6.7588799525595489e-02 8.8885034513974670e-04
6.8485501685354708e-02 8.9670215975921896e-04
6.8654344587125327e-02 1.6884290177061889e-04
6.8823187488895946e-02 1.6884290177061889e-04
6.9052298519227215e-02 2.2911103033126934e-04
6.9281409549558484e-02 2.2911103033126934e-04
6.9325658811823954e-02 4.4249262265469436e-05
6.9332091093425516e-02 6.4322816015621731e-06
6.9338523375027078e-02 6.4322816015621731e-06
6.9344020328538605e-02 5.4969535115273471e-06
6.9371505096096270e-02 2.7484767557664491e-05
6.9508928933884565e-02 1.3742383778829470e-04
7.0196048122826066e-02 6.8711918894150126e-04
7.1039088833011813e-02 8.4304071018574678e-04
7.1882129543197559e-02 8.4304071018574678e-04
7.2679284460235791e-02 7.9715491703823138e-04
7.2908363220198932e-02 2.2907875996314164e-04
7.3137441980162074e-02 2.2907875996314164e-04
7.3304437997712898e-02 1.6699601755082449e-04
7.3331054206743351e-02 2.6616209030452809e-05
7.3348392090716572e-02 1.7337883973220225e-05
7.3365729974689792e-02 1.7337883973220225e-05
7.3383097750041454e-02 1.7367775351662118e-05
7.3469936626799764e-02 8.6838876758310590e-05
7.3577830094934987e-02 1.0789346813522283e-04
7.3685723563070210e-02 1.0789346813522283e-04
7.3867753793258911e-02 1.8203023018870113e-04
7.3879149169285174e-02 1.1395376026263060e-05
7.3890544545311437e-02 1.1395376026263060e-05
7.3900452303229988e-02 9.9077579185508080e-06
7.3949991092822742e-02 4.9538789592754040e-05
7.4197685040786540e-02 2.4769394796379796e-04
7.4598480532185471e-02 4.0079549139893089e-04
7.4999276023584402e-02 4.0079549139893089e-04
7.5115886560545728e-02 1.1661053696132573e-04
7.5145891672582760e-02 3.0005112037032045e-05
7.5166135818510657e-02 2.0244145927897361e-05
7.5186379964438554e-02 2.0244145927897361e-05
7.5204058533176660e-02 1.7678568738105360e-05
7.5292451376867187e-02 8.8392843690526801e-05
7.5424393518066637e-02 1.3194214119945091e-04
7.5556335659266088e-02 1.3194214119945091e-04
7.5711029369582600e-02 1.5469371031651136e-04
7.5735145318531011e-02 2.4115948948411070e-05
7.5759261267479422e-02 2.4115948948411070e-05
7.5879841012221505e-02 1.2057974474208311e-04
7.5987934859608794e-02 1.0809384738728889e-04
7.6096028706996083e-02 1.0809384738728889e-04
7.6221907575322878e-02 1.2587886832679529e-04
7.6330435918150655e-02 1.0852834282777668e-04
7.6374924491028770e-02 4.4488572878115251e-05
7.6396710179960692e-02 2.1785688931921787e-05
7.6409013557281552e-02 1.2303377320860287e-05
7.6418332115321688e-02 9.3185580401361490e-06
7.6427650673361824e-02 9.3185580401361490e-06
7.6474243463562533e-02 4.6592790200708500e-05
7.6707207414566089e-02 2.3296395100355638e-04
7.7120908211965183e-02 4.1370079739909416e-04
7.7174805349321876e-02 5.3897137356692659e-05
7.7192347581783657e-02 1.7542232461781326e-05
7.7209889814245439e-02 1.7542232461781326e-05
7.7226985761144187e-02 1.7095946898748604e-05
7.7312465495637916e-02 8.5479734493729143e-05
7.7739864168106590e-02 4.2739867246867347e-04
7.8555575955890966e-02 8.1571178778437614e-04
7.8817991647451846e-02 2.6241569156087996e-04
7.9080407339012726e-02 2.6241569156087996e-04
7.9255906101915533e-02 1.7549876290280653e-04
7.9310207895053317e-02 5.4301793137784271e-05
7.9340271222002615e-02 3.0063326949297808e-05
7.9370334548951912e-02 3.0063326949297808e-05
7.9396780047052223e-02 2.6445498100310938e-05
7.9529007537553750e-02 1.3222749050152693e-04
8.0190144990061399e-02 6.6113745250764855e-04
8.0195726357366007e-02 5.5813673046078982e-06
8.0200034125764735e-02 4.3077683987285953e-06
8.0204341894163464e-02 4.3077683987285953e-06
8.0225880736157093e-02 2.1538841993629099e-05
8.0333574946125266e-02 1.0769420996817325e-04
8.0533415789365209e-02 1.9984084323994289e-04
8.0623601676408377e-02 9.0185887043167656e-05
8.0647440866196449e-02 2.3839189788071868e-05
8.0671280055984521e-02 2.3839189788071868e-05
8.0690946703931968e-02 1.9666647947447213e-05
8.0789279943669232e-02 9.8333239737263822e-05
8.0888755873283827e-02 9.9475929614595282e-05
8.0916376580168939e-02 2.7620706885111979e-05
8.0936184376109721e-02 1.9807795940782191e-05
8.0955992172050503e-02 1.9807795940782191e-05
8.0974155072730064e-02 1.8162900679560834e-05
8.1064969576127868e-02 9.0814503397804169e-05
8.1519042093116861e-02 4.5407251698899309e-04
8.2653186710200416e-02 1.1341446170835545e-03
8.2977520668915200e-02 3.2433395871478421e-04
8.3145072747988616e-02 1.6755207907341585e-04
8.3243882727579557e-02 9.8809979590941399e-05
8.3342692707170499e-02 9.8809979590941399e-05
8.3434154421457352e-02 9.1461714286852902e-05
8.3891462992891588e-02 4.5730857143423675e-04
8.4417898731472069e-02 5.2643573858048021e-04
8.4457906767684054e-02 4.0008036211985898e-05
8.4497914803896040e-02 4.0008036211985898e-05
8.4533250462433471e-02 3.5335658537430370e-05
8.4709928755120636e-02 1.7667829268716573e-04
8.4728216301673584e-02 1.8287546552947509e-05
8.4733634853311049e-02 5.4185516374649634e-06
8.4735682323753683e-02 2.0474704426343138e-06
8.4737729794196318e-02 2.0474704426343138e-06
8.4739609554353876e-02 1.8797601575581968e-06
8.4749008355141667e-02 9.3988007877909840e-06
8.4796002359080594e-02 4.6994003938927165e-05
8.5030972378775230e-02 2.3497001969463582e-04
8.6205822477248423e-02 1.1748500984731930e-03
8.6419101173239116e-02 2.1327869599069293e-04
8.6536228535940965e-02 1.1712736270184931e-04
8.6547072486184387e-02 1.0843950243422107e-05
8.6557916436427809e-02 1.0843950243422107e-05
8.6568704698754190e-02 1.0788262326380527e-05
8.6622646010386092e-02 5.3941311631902633e-05
8.6892352568545592e-02 2.6970655815949929e-04
8.8240885359343060e-02 1.3485327907974687e-03
8.8989566621030330e-02 7.4868126168727012e-04
8.9738247882717601e-02 7.4868126168727012e-04
8.9800568020329166e-02 6.2320137611565629e-05
8.9833130790981930e-02 3.2562770652763695e-05
8.9865693561634694e-02 3.2562770652763695e-05
8.9893042739766740e-02 2.7349178132046736e-05
9.0029788630426974e-02 1.3674589066023368e-04
9.0713518083728156e-02 6.8372945330118229e-04
9.1104975164476562e-02 3.9145708074840579e-04
9.1496432245224968e-02 3.9145708074840579e-04
9.2080111817441676e-02 5.8367957221670819e-04
9.2299326768499251e-02 2.1921495105757527e-04
9.2349246943502911e-02 4.9920175003659306e-05
9.2364509399993300e-02 1.5262456490389154e-05
9.2376334699772106e-02 1.1825299778805975e-05
9.2388159999550912e-02 1.1825299778805975e-05
9.2399695067104728e-02 1.1535067553816725e-05
9.2457370404873826e-02 5.7675337769097501e-05
9.2745747093719313e-02 2.8837668884548751e-04
9.3032211132606693e-02 2.8646403888737959e-04
9.3318675171494073e-02 2.8646403888737959e-04
9.3603441310911709e-02 2.8476613941763596e-04
9.3680094870965902e-02 7.6653560054193437e-05
9.3756748431020095e-02 7.6653560054193437e-05
9.3758573057991748e-02 1.8246269716526431e-06
9.3760397684963401e-02 1.8246269716526431e-06
9.3769520819821650e-02 9.1231348582493377e-06
9.3815136494112911e-02 4.5615674291260566e-05
9.4043214865569186e-02 2.2807837145627508e-04
9.5183606722850575e-02 1.1403918572813893e-03
9.5523565203785091e-02 3.3995848093451575e-04
9.5643864156934155e-02 1.2029895314906447e-04
9.5696169763084274e-02 5.2305606150118700e-05
9.5704202692882587e-02 8.0329297983128267e-06
9.5712235622680900e-02 8.0329297983128267e-06
9.5752400271672464e-02 4.0164648991564134e-05
9.5953223516630312e-02 2.0082324495784842e-04
9.6957339741419582e-02 1.0041162247892699e-03
9.7367591788155308e-02 4.1025204673572624e-04
9.7488761582857450e-02 1.2116979470214173e-04
9.7553288781315833e-02 6.4527198458383395e-05
9.7617815979774217e-02 6.4527198458383395e-05
9.7672853777091173e-02 5.5037797316956349e-05
9.7948042763675983e-02 2.7518898658480950e-04
9.8203404303339681e-02 2.5536153966369823e-04
9.8314042773202714e-02 1.1063846986303361e-04
9.8330983142453046e-02 1.6940369250331710e-05
9.8347923511703378e-02 1.6940369250331710e-05
9.8432625357955009e-02 8.4701846251630797e-05
9.8856134589213177e-02 4.2350923125816786e-04
9.9031677615059807e-02 1.7554302584663062e-04
9.9055563424096382e-02 2.3885809036575112e-05
9.9059601985932486e-02 4.0385618361032938e-06
9.9062003552361735e-02 2.4015664292498240e-06
9.9064405118790985e-02 2.4015664292498240e-06
9.9066976109739094e-02 2.5709909481086424e-06
9.9079831064479651e-02 1.2854954740557090e-05
9.9144105838182409e-02 6.4274773702757693e-05
9.9465479706696183e-02 3.2137386851377459e-04
9.9494309928912172e-02 2.8830222215989187e-05
9.9496763355603063e-02 2.4534266908904367e-06
9.9498171315115361e-02 1.4079595122978850e-06
9.9499579274627659e-02 1.4079595122978850e-06
9.9501044259906662e-02 1.4649852790038498e-06
9.9508369186301696e-02 7.3249263950331267e-06
9.9544993818276833e-02 3.6624631975137878e-05
9.9728116978152509e-02 1.8312315987567551e-04
9.9933705927100797e-02 2.0558894894828761e-04
1.0013929487604908e-01 2.0558894894828761e-04
1.0046046984016040e-01 3.2117496411131208e-04
1.0058641710298359e-01 1.2594726282319502e-04
1.0060421811212343e-01 1.7801009139839508e-05
1.0062201912126327e-01 1.7801009139839508e-05
1.0071102416696250e-01 8.9005045699225294e-05
1.0115604939545861e-01 4.4502522849611259e-04
1.0153069647648370e-01 3.7464708102509514e-04
1.0157501775197658e-01 4.4321275492878454e-05
1.0157901504028800e-01 3.9972883114219870e-06
1.0158301232859943e-01 3.9972883114219870e-06
1.0158691060654913e-01 3.8982779497070963e-06
1.0160640199629770e-01 1.9491389748563237e-05
1.0170385894504053e-01 9.7456948742830063e-05
1.0182370888819045e-01 1.1984994314992448e-04
1.0194355883134038e-01 1.1984994314992448e-04
1.0205874971912972e-01 1.1519088778934317e-04
1.0212010412687909e-01 6.1354407749375506e-05
1.0213421637138251e-01 1.4112244503414195e-05
1.0214832861588592e-01 1.4112244503414195e-05
1.0216200291217363e-01 1.3674296287707888e-05
1.0217500730127996e-01 1.3004389106327507e-05
1.0218801169038629e-01 1.3004389106327507e-05
1.0220178935419716e-01 1.3777663810873864e-05
1.0227067767325156e-01 6.8888319054397074e-05
1.0261511926852357e-01 3.4444159527201312e-04
1.0305348207151721e-01 4.3836280299364150e-04
1.0319859358633222e-01 1.4511151481501339e-04
1.0325837132096650e-01 5.9777734634280932e-05
1.0326276710583109e-01 4.3957848645803654e-06
1.0326716289069567e-01 4.3957848645803654e-06
1.0328914181501854e-01 2.1978924322874072e-05
1.0339903643663294e-01 1.0989462161439811e-04
1.0394850954470490e-01 5.4947310807196281e-04
1.0669587508506474e-01 2.7473655403598418e-03
1.0819091972760604e-01 1.4950446425412989e-03
1.0862916582700222e-01 4.3824609939617509e-04
1.0906741192639839e-01 4.3824609939617509e-04
1.0936665277337342e-01 2.9924084697502407e-04
1.0941580714105703e-01 4.9154367683615363e-05
1.0944855654797064e-01 3.2749406913612500e-05
1.0948130595488426e-01 3.2749406913612500e-05
1.0951471216867263e-01 3.3406213788375605e-05
1.0968174323761454e-01 1.6703106894190578e-04
1.1051689858232409e-01 8.3515534470955666e-04
1.1168830955139919e-01 1.1714109690750957e-03
1.1285972052047429e-01 1.1714109690750957e-03
1.1369791938425745e-01 8.3819886378316832e-04
1.1396140100812051e-01 2.6348162386305440e-04
1.1422488263198356e-01 2.6348162386305440e-04
1.1447369021438490e-01 2.4880758240133916e-04
1.1571772812639158e-01 1.2440379120066819e-03
1.1572572351068232e-01 7.9953842907348749e-06
1.1573038499985132e-01 4.6614891689999993e-06
1.1573504648902032e-01 4.6614891689999993e-06
1.1573995862247792e-01 4.9121334576018860e-06
1.1576451928976596e-01 2.4560667288037186e-05
1.1588732262620616e-01 1.2280333644019981e-04
1.1589356316834563e-01 6.2405421394767790e-06
1.1589566575363379e-01 2.1025852881551010e-06
1.1589776833892194e-01 2.1025852881551010e-06
1.1589952947000853e-01 1.7611310865889296e-06
1.1590833512544145e-01 8.8056554329168923e-06
1.1595236340260603e-01 4.4028277164584462e-05
1.1617250478842896e-01 2.2014138582292231e-04
1.1727321171754357e-01 1.1007069291146115e-03
1.2156838156277142e-01 4.2951698452278475e-03
1.2594457904320730e-01 4.3761974804358839e-03
1.3061035670302368e-01 4.6657776598163780e-03
1.3149999949072799e-01 8.8964278770431449e-04
1.3238964227843231e-01 8.8964278770431449e-04
1.3303337007935007e-01 6.4372780091775939e-04
1.3367709788026783e-01 6.4372780091775939e-04
1.3426575964448220e-01 5.8866176421437655e-04
1.3452869306747664e-01 2.6293342299443800e-04
1.3466632110325341e-01 1.3762803577677118e-04
1.3471536550795388e-01 4.9044404700465671e-05
1.3476440991265434e-01 4.9044404700465671e-05
1.3500963193615673e-01 2.4522202350238387e-04
1.3527156495220155e-01 2.6193301604482411e-04
1.3553349796824637e-01 2.6193301604482411e-04
1.3573069400226170e-01 1.9719603401532892e-04
1.3579507975357277e-01 6.4385751311069050e-05
1.3585946550488384e-01 6.4385751311069050e-05
1.3618139426143924e-01 3.2192875655540076e-04
1.3621683655064951e-01 3.5442289210263489e-05
1.3622334199555849e-01 6.5054449089885225e-06
1.3622984744046748e-01 6.5054449089885225e-06
1.3626237466501245e-01 3.2527224544970368e-05
1.3631619340751772e-01 5.3818742505262751e-05
1.3637001215002298e-01 5.3818742505262751e-05
1.3638962114517575e-01 1.9608995152770037e-05
1.3640923014032852e-01 1.9608995152770037e-05
1.3642530264674213e-01 1.6072506413611354e-05
1.3650566517881024e-01 8.0362532068112280e-05
1.3690747783915086e-01 4.0181266034061691e-04
1.3789572348998327e-01 9.8824565083241445e-04
1.3797969188620773e-01 8.3968396224459729e-05
1.3802713988057924e-01 4.7447994371507818e-05
1.3807458787495075e-01 4.7447994371507818e-05
1.3812336137301989e-01 4.8773498069143439e-05
1.3836722886336567e-01 2.4386749034577271e-04
1.3958656631509450e-01 1.2193374517288358e-03
1.4071225668323561e-01 1.1256903681411135e-03
1.4100827255689438e-01 2.9601587365876703e-04
1.4130428843055315e-01 2.9601587365876703e-04
1.4152833933515421e-01 2.2405090460106414e-04
1.4155251284947257e-01 2.4173514318354128e-05
1.4156607831062135e-01 1.3565461148778990e-05
1.4156863389940946e-01 2.5555887881167916e-06
1.4157118948819758e-01 2.5555887881167916e-06
1.4158396743213816e-01 1.2777943940583958e-05
1.4164785715184111e-01 6.3889719702947545e-05
1.4196730575035590e-01 3.1944859851479324e-04
1.4356454874292982e-01 1.5972429925739107e-03
1.4435171128216764e-01 7.8716253923782897e-04
1.4513887382140547e-01 7.8716253923782897e-04
1.4568140686677389e-01 5.4253304536841518e-04
1.4622393991214230e-01 5.4253304536841518e-04
1.4662750118163462e-01 4.0356126949231408e-04
1.4703106245112693e-01 4.0356126949231408e-04
1.4749101005912715e-01 4.5994760800022183e-04
1.4795095766712738e-01 4.5994760800022183e-04
1.4802148535645851e-01 7.0527689331134624e-05
1.4803268474296077e-01 1.1199386502264153e-05
1.4804388412946304e-01 1.1199386502264153e-05
1.4805415349217196e-01 1.0269362708925645e-05
1.4810550030571654e-01 5.1346813544572711e-05
1.4836223437343934e-01 2.5673406772280805e-04
1.4854654153621241e-01 1.8430716277306747e-04
1.4861317661475523e-01 6.6635078542820469e-05
1.4863082684521811e-01 1.7650230462878946e-05
1.4863692081920210e-01 6.0939739839893647e-06
1.4864301479318609e-01 6.0939739839893647e-06
1.4867348466310609e-01 3.0469869920002335e-05
1.4882583401270613e-01 1.5234934960003943e-04
1.4958758076070627e-01 7.6174674800014164e-04
1.5339631450070695e-01 3.8087337400006804e-03
1.5456586674761763e-01 1.1695522469106767e-03
1.5469013807355866e-01 1.2427132594103329e-04
1.5474460591052402e-01 5.4467836965360616e-05
1.5477274492526338e-01 2.8139014739358981e-05
1.5477522567948918e-01 2.4807542257920812e-06
1.5477770643371497e-01 2.4807542257920812e-06
1.5478008262503623e-01 2.3761913212627661e-06
1.5479196358164249e-01 1.1880956606258319e-05
1.5485136836467384e-01 5.9404783031347108e-05
1.5514839227983063e-01 2.9702391515679105e-04
1.5557876588844374e-01 4.3037360861311602e-04
1.5565797587296115e-01 7.9209984517408794e-05
1.5569876478023056e-01 4.0788907269412311e-05
1.5571075400921730e-01 1.1989228986736267e-05
1.5572274323820404e-01 1.1989228986736267e-05
1.5573351270127656e-01 1.0769463072518581e-05
1.5578736001663920e-01 5.3847315362648418e-05
1.5605659659345242e-01 2.6923657681321433e-04
1.5740277947751846e-01 1.3461828840660439e-03
1.6285411608386197e-01 5.4513366063435043e-03
1.6341065396860713e-01 5.5653788474516186e-04
1.6396719185335229e-01 5.5653788474516186e-04
1.6674988127707807e-01 2.7826894237257815e-03
1.6710767427832504e-01 3.5779300124696989e-04
1.6717875753666908e-01 7.1083258344040168e-05
1.6724984079501312e-01 7.1083258344040168e-05
1.6735009906959655e-01 1.0025827458343128e-04
1.6745035734417998e-01 1.0025827458343128e-04
1.6745283766414790e-01 2.4803199679124255e-06
1.6745417044571467e-01 1.3327815667762977e-06
1.6745550322728145e-01 1.3327815667762977e-06
1.6745664759410739e-01 1.1443668259392137e-06
1.6746236942823714e-01 5.7218341297515796e-06
1.6749097859888587e-01 2.8609170648730142e-05
1.6763402445212958e-01 1.4304585324370622e-04
1.6834925371834808e-01 7.1522926621850336e-04
1.6910362566783121e-01 7.5437194948313469e-04
1.6985799761731435e-01 7.5437194948313469e-04
1.6997979782818823e-01 1.2180021087387916e-04
1.7000440133002337e-01 2.4603501835140928e-05
1.7001123915618488e-01 6.8378261615098523e-06
1.7001614842758977e-01 4.9092714048959429e-06
1.7002105769899467e-01 4.9092714048959429e-06
1.7002556317489392e-01 4.5054758992524313e-06
1.7004809055439021e-01 2.2527379496289912e-05
1.7016072745187164e-01 1.1263689748142180e-04
1.7072391193927872e-01 5.6318448740708127e-04
1.7353983437631415e-01 2.8159224370354341e-03
1.7742128410429492e-01 3.8814497279807680e-03
1.8152609607380257e-01 4.1048119695076546e-03
1.8184794911182997e-01 3.2185303802739762e-04
1.8216980214985737e-01 3.2185303802739762e-04
1.8377906733999438e-01 1.6092651901370159e-03
1.8471105723661257e-01 9.3198989661819054e-04
1.8564304713323077e-01 9.3198989661819054e-04
1.8617162438637352e-01 5.2857725314275905e-04
1.8632611753768602e-01 1.5449315131249586e-04
1.8636683309430313e-01 4.0715556617110238e-05
1.8640754865092024e-01 4.0715556617110238e-05
1.8645050404524408e-01 4.2955394323834772e-05
1.8646082886444024e-01 1.0324819196161350e-05
1.8646280259902284e-01 1.9737345826054131e-06
1.8646477633360545e-01 1.9737345826054131e-06
1.8646653251863532e-01 1.7561850298719595e-06
1.8647531344378462e-01 8.7809251493042861e-06
1.8651921806953120e-01 4.3904625746576942e-05
1.8673874119826414e-01 2.1952312873294022e-04
1.8783635684192884e-01 1.0976156436647011e-03
1.8839919469370045e-01 5.6283785177160817e-04
1.8860236240578721e-01 2.0316771208675477e-04
1.8861578897404441e-01 1.3426568257202121e-05
1.8862300674417748e-01 7.2177701330722321e-06
1.8863022451431055e-01 7.2177701330722321e-06
1.8863642436096323e-01 6.1998466526769214e-06
1.8866742359422664e-01 3.0999233263412362e-05
1.8882241976054373e-01 1.5499616631708957e-04
1.8906538405240642e-01 2.4296429186268509e-04
1.8909404221963225e-01 2.8658167225831255e-05
1.8910437456566426e-01 1.0332346032010387e-05
1.8911470691169627e-01 1.0332346032010387e-05
1.8916636864185626e-01 5.1661730159996422e-05
1.8942467729265627e-01 2.5830865080000986e-04
1.9071622054665627e-01 1.2915432539999938e-03
1.9546380846408873e-01 4.7475879174324609e-03
1.9641249868702784e-01 9.4869022293911365e-04
1.9736118890996696e-01 9.4869022293911365e-04
1.9830075656632898e-01 9.3956765636202255e-04
1.9847430061878790e-01 1.7354405245892379e-04
1.9864784467124683e-01 1.7354405245892379e-04
1.9887980434027780e-01 2.3195966903097331e-04
1.9911176400930877e-01 2.3195966903097331e-04
1.9920028639087606e-01 8.8522381567285313e-05
1.9920306141779082e-01 2.7750269147586160e-06
1.9920583644470558e-01 2.7750269147586160e-06
1.9920815861516830e-01 2.3221704627263140e-06
1.9921976946748193e-01 1.1610852313631570e-05
1.9927782372905012e-01 5.8054261568185606e-05
1.9956809503689105e-01 2.9027130784092803e-04
2.0039312658023828e-01 8.2503154334723217e-04
2.0065585114604895e-01 2.6272456581066805e-04
2.0091857571185961e-01 2.6272456581066805e-04
2.0116929728109886e-01 2.5072156923924838e-04
2.0242290512729513e-01 1.2536078461962696e-03
2.0261409352696447e-01 1.9118839966933421e-04
2.0266668307647029e-01 5.2589549505821509e-05
2.0271927262597611e-01 5.2589549505821509e-05
2.0275230323724736e-01 3.3030611271245292e-05
2.0277324687418308e-01 2.0943636935721877e-05
2.0279419051111880e-01 2.0943636935721877e-05
2.0281159325654688e-01 1.7402745428080069e-05
2.0289860698368728e-01 8.7013727140400343e-05
2.0333367561938931e-01 4.3506863570202947e-04
2.0550901879789951e-01 2.1753431785102029e-03
2.1030417551222416e-01 4.7951567143246498e-03
2.1519687373057395e-01 4.8926982183497836e-03
2.1539414997105372e-01 1.9727624047977121e-04
2.1546073724603593e-01 6.6587274982210509e-05
2.1552732452101814e-01 6.6587274982210509e-05
2.1553112300442778e-01 3.7984834096449482e-06
2.1553492148783743e-01 3.7984834096449482e-06
2.1555391390488571e-01 1.8992417048280252e-05
2.1564887599012705e-01 9.4962085241345751e-05
2.1612368641633381e-01 4.7481042620675651e-04
2.1849773854736754e-01 2.3740521310337270e-03
2.1947492966988430e-01 9.7719112251676288e-04
2.1977395013990553e-01 2.9902047002122734e-04
2.1980851615717831e-01 3.4566017272780192e-05
2.1981157969071852e-01 3.0635335402096064e-06
2.1981464322425873e-01 3.0635335402096064e-06
2.1981758983613661e-01 2.9466118778853634e-06
2.1983232289552609e-01 1.4733059389482328e-05
2.1990598819247345e-01 7.3665296947356129e-05
2.2027431467721018e-01 3.6832648473672513e-04
2.2211594710089377e-01 1.8416324236835979e-03
2.2297081204441635e-01 8.5486494352257636e-04
2.2382567698793893e-01 8.5486494352257636e-04
2.2504329692050673e-01 1.2176199325678039e-03
2.2534825661889354e-01 3.0495969838681414e-04
2.2565321631728036e-01 3.0495969838681414e-04
2.2591431293195038e-01 2.6109661467002554e-04
2.2599184481695458e-01 7.7531885004200607e-05
2.2606937670195879e-01 7.7531885004200607e-05
2.2612127398292425e-01 5.1897280965468306e-05
2.2613854581734802e-01 1.7271834423765453e-05
2.2615581765177178e-01 1.7271834423765453e-05
2.2617295303227555e-01 1.7135380503768838e-05
2.2625862993479434e-01 8.5676902518788678e-05
2.2668701444738823e-01 4.2838451259388788e-04
2.2882893701035770e-01 2.1419225629694671e-03
2.3366363798044834e-01 4.8347009700906440e-03
2.3400626449128287e-01 3.4262651083452611e-04
2.3413352615113220e-01 1.2726165984933147e-04
2.3419104876373353e-01 5.7522612601335066e-05
2.3422150683005374e-01 3.0458066320210309e-05
2.3422698407096182e-01 5.4772409080749984e-06
2.3423246131186989e-01 5.4772409080749984e-06
2.3423801206300726e-01 5.5507511373675822e-06
2.3426576581869413e-01 2.7753755686865667e-05
2.3440453459712843e-01 1.3876877843430058e-04
2.3509837848929993e-01 6.9384389217150289e-04
2.3611947509542358e-01 1.0210966061236504e-03
2.3649576907206671e-01 3.7629397664312725e-04
2.3661472439128400e-01 1.1895531921729541e-04
2.3673367971050130e-01 1.1895531921729541e-04
2.3680661954040461e-01 7.2939829903306830e-05
2.3683448057345183e-01 2.7861033047221762e-05
2.3686234160649905e-01 2.7861033047221762e-05
2.3690780255371788e-01 4.5460947218828318e-05
2.3695326350093671e-01 4.5460947218828318e-05
2.3718056823703088e-01 2.2730473609416935e-04
2.3831709191750167e-01 1.1365236804707912e-03
2.4374568378400191e-01 5.4285918665002431e-03
2.4398456209148517e-01 2.3887830748325900e-04
2.4401956890375559e-01 3.5006812270421683e-05
2.4405457571602601e-01 3.5006812270421683e-05
2.4422960977737815e-01 1.7503406135213617e-04
2.4510478008413886e-01 8.7517030676070862e-04
2.4573108771446694e-01 6.2630763032808789e-04
2.4635739534479503e-01 6.2630763032808789e-04
2.4683743264209598e-01 4.8003729730095035e-04
2.4731746993939693e-01 4.8003729730095035e-04
2.4765760820334523e-01 3.4013826394829749e-04
2.4772539857532458e-01 6.7790371979348230e-05
2.4779318894730393e-01 6.7790371979348230e-05
2.4788902473489843e-01 9.5835787594505950e-05
2.4791364351285203e-01 2.4618777953594462e-05
2.4793826229080562e-01 2.4618777953594462e-05
2.4798077473950503e-01 4.2512448699405514e-05
2.4798348907367698e-01 2.7143341719548797e-06
2.4798399095772564e-01 5.0188404865370018e-07
2.4798431159695847e-01 3.2063923283143225e-07
2.4798463223619130e-01 3.2063923283143225e-07
2.4798499576122979e-01 3.6352503848813278e-07
2.4798681338642220e-01 1.8176251924129083e-06
2.4799590151238432e-01 9.0881259621200527e-06
2.4804134214219489e-01 4.5440629810572508e-05
2.4826854529124781e-01 2.2720314905291805e-04
2.4848242235456280e-01 2.1387706331499334e-04
2.4869629941787780e-01 2.1387706331499334e-04
2.4898696943826906e-01 2.9067002039126488e-04
2.4927763945866033e-01 2.9067002039126488e-04
2.4929175346657925e-01 1.4114007918925031e-05
2.4930256260774156e-01 1.0809141162304581e-05
2.4931337174890386e-01 1.0809141162304581e-05
2.4936741745471536e-01 5.4045705811495148e-05
2.4963764598377289e-01 2.7022852905753125e-04
2.5098878862906060e-01 1.3511426452877118e-03
2.5470549291445799e-01 3.7167042853973875e-03
2.5577072982918231e-01 1.0652369147243212e-03
2.5683596674390663e-01 1.0652369147243212e-03
2.5767674492977855e-01 8.4077818587191544e-04
2.5812531858018117e-01 4.4857365040262831e-04
2.5826076806460274e-01 1.3544948442156812e-04
2.5836445837388816e-01 1.0369030928542022e-04
2.5846814868317358e-01 1.0369030928542022e-04
2.5898660022960057e-01 5.1845154642699010e-04
2.6157885796173558e-01 2.5922577321350060e-03
2.6236474687240202e-01 7.8588891066644351e-04
2.6315063578306847e-01 7.8588891066644351e-04
2.6418962493037496e-01 1.0389891473064905e-03
2.6522861407768145e-01 1.0389891473064905e-03
2.6553302862664702e-01 3.0441454896557030e-04
2.6566339421508262e-01 1.3036558843559920e-04
2.6572945328672998e-01 6.6059071647361911e-05
2.6574092126934629e-01 1.1467982616308880e-05
2.6575238925196260e-01 1.1467982616308880e-05
2.6576182967809830e-01 9.4404261357095010e-06
2.6580903180877691e-01 4.7202130678603016e-05
2.6604504246216987e-01 2.3601065339295957e-04
2.6722509572913455e-01 1.1800532669646868e-03
2.6815827420689164e-01 9.3317847775709062e-04
2.6831141672185982e-01 1.5314251496817421e-04
2.6835556889524997e-01 4.4152173390155092e-05
