-661.641 -3628.44 0
NaN NaN NaN
-513.219 577.53 0
-512.294 578.551 0
-512.593 575.042 0
-510.154 573.741 0
-508.057 574.67 0
-505.923 571.237 0
-501.942 569.773 0
-500.161 572.015 0
-500.373 570.455 0
-498.127 569.811 0
-493.047 572.7 0
-494.551 574.381 0
-492.356 573.325 0
-493.147 575.86 0
-491.279 576.523 0
-492.263 578.454 0
-489.884 576.466 0
-491.842 573.398 0
-488.309 572.832 0
-487.443 571.457 0
-488.806 570.494 0
-486.549 569.937 0
-493.642 563.46 0
-491.367 564.158 0
-488.367 562.095 0
-491.305 564.851 0
-486.467 565.532 0
-487.424 561.778 0
-484.596 564.533 0
-482.858 563.914 0
-482.147 566.94 0
-479.891 567.369 0
-482.662 568.911 0
-482.182 570.003 0
-480.631 570.121 0
-478.892 567.653 0
-475.771 568.55 0
-475.433 565.942 0
-473.755 566.565 0
-473.786 568.568 0
-475.785 569.06 0
-475.249 570.753 0
-478.637 570.416 0
-480.073 573.254 0
-475.287 571.687 0
-474.595 573.272 0
-476.549 574 0
-473.367 575.863 0
-473.188 570.861 0
-471.944 572.662 0
-468.09 571.499 0
-468.606 569.568 0
-473.019 568.581 0
-469.892 567.725 0
-471.707 566.496 0
-469.639 563.874 0
-468.902 565.788 0
-466.906 565.019 0
-469.09 562.556 0
-470.6 561.586 0
-470.411 563.572 0
-472.393 564.716 0
-474.501 563.405 0
-474.205 565.336 0
-477.638 562.134 0
-478.422 563.606 0
-478.287 560.31 0
-482.157 560.324 0
-482.235 559.165 0
-479.713 559.627 0
-481.039 558.61 0
-480.159 557.685 0
-476.892 560.341 0
-474.49 558.731 0
-475.988 557.067 0
-477.474 558.514 0
-478.651 556.795 0
-480.769 557.064 0
-480.744 555.96 0
-482.642 558.07 0
-482.006 556.416 0
-486.503 552.521 0
-483.998 547.843 0
-481.493 553.665 0
-477.186 554.619 0
-472.918 552.777 0
-470.059 557.351 0
-470.019 560.403 0
-467.552 562.498 0
-468.751 560.822 0
-467.516 557.494 0
-465.536 557.327 0
-466.781 558.433 0
-464.543 560.53 0
-463.939 558.845 0
-462.119 559.279 0
-464.282 557.374 0
-459.571 556.6 0
-458.923 560.376 0
-461.077 561.649 0
-457.04 563.733 0
-458.687 563.742 0
-459.438 566.406 0
-457.289 566.888 0
-458.183 574.696 0
-455.672 574.097 0
-456.492 572.787 0
-455.197 572.002 0
-456.455 571.768 0
-453.527 570.595 0
-448.487 575.004 0
-452.177 573.421 0
-453.176 575.169 0
-451.441 575.43 0
-450.615 578.089 0
-449.576 577.263 0
-452.091 579.989 0
-453.816 576.998 0
-452.545 581.583 0
-456.384 578.761 0
