NaN NaN
1135.89 1389.61 
1129.83 1378.69 
NaN NaN
1132.06 1360.89 
1121.99 1340.2 
NaN NaN
1110.48 1364.02 
1106.56 1350.54 
NaN NaN
1126.14 1334.11 
1115.23 1319.36 
NaN NaN
1113.53 1323.69 
1109.67 1318.16 
NaN NaN
1059.17 1357.97 
1058.23 1342.1 
NaN NaN
1008.98 1267.75 
1013.55 1204.38 
NaN NaN
1000.86 1222.09 
1009.21 1181.9 
NaN NaN
997.105 1236.06 
1000 1217.87 
NaN NaN
1002.92 1176.35 
1020.06 1155.8 
NaN NaN
868.869 1444.67 
869.519 1424.06 
NaN NaN
927.031 1270.95 
923.613 1243.1 
NaN NaN
930.179 1263.4 
923.966 1240.69 
NaN NaN
928.203 1241.29 
928.096 1237.58 
NaN NaN
895.631 1295.42 
904.253 1287.85 
NaN NaN
960.712 1138.82 
972.776 1134.2 
NaN NaN
842.975 1481.23 
851.557 1457.71 
NaN NaN
874.437 1308.8 
864.582 1248.46 
NaN NaN
856.199 1263.36 
860.265 1234.2 
NaN NaN
883.81 1249.74 
886.107 1183.23 
NaN NaN
877.121 1199.78 
887.032 1176.38 
NaN NaN
896.577 1180.72 
904.324 1170.29 
NaN NaN
763.924 1169.72 
777.515 1125.47 
NaN NaN
775.534 1148.27 
773.994 1141.32 
NaN NaN
805.275 1080.07 
804.789 1052.23 
NaN NaN
856.626 966.837 
861.998 947.297 
NaN NaN
816.914 973.523 
818.867 957.028 
NaN NaN
827.147 956.305 
829.227 945.161 
NaN NaN
801.735 970.457 
815.141 942.458 
NaN NaN
821.536 951.96 
820.32 928.36 
NaN NaN
817.191 947.957 
816.768 942.423 
NaN NaN
884.134 918.357 
900.519 881.701 
NaN NaN
846.865 893.594 
842.523 875.676 
NaN NaN
777.004 891.14 
777.738 869.485 
NaN NaN
874.576 846.689 
873.476 835.495 
NaN NaN
874.97 833.644 
870.808 791.03 
NaN NaN
872.516 790.456 
884.276 766.143 
NaN NaN
862.752 846.92 
866.346 826.204 
NaN NaN
844.979 838.936 
844.5 828.436 
NaN NaN
838.547 822.66 
837.36 798.08 
NaN NaN
837.37 798.209 
837.955 781.363 
NaN NaN
832.674 788.6 
840.969 767.223 
NaN NaN
854.804 822.501 
848.526 799.466 
NaN NaN
848.674 801.404 
849.365 784.596 
NaN NaN
798.323 859.518 
795.192 843.814 
NaN NaN
802.692 809.913 
800.466 800.581 
NaN NaN
800.624 797.654 
800.319 786.742 
NaN NaN
783.563 821.168 
786.961 791.803 
NaN NaN
819.668 787.611 
820.763 769.81 
NaN NaN
825.499 733.91 
822.826 708.007 
NaN NaN
789.634 778.399 
789.913 768.062 
NaN NaN
793.953 774.971 
791.723 767.627 
NaN NaN
818.108 733.83 
818.395 725.671 
NaN NaN
812.554 731.541 
816.244 717.261 
NaN NaN
810.956 727.336 
811.434 718.373 
NaN NaN
783.255 773.807 
785.33 761.679 
NaN NaN
785.118 753.845 
792.252 716.815 
NaN NaN
892.75 687.843 
875.102 666.783 
NaN NaN
873.511 667.129 
860.778 645.961 
NaN NaN
860.085 647.238 
848.002 621.196 
NaN NaN
846.385 621.595 
840.112 604.816 
NaN NaN
841.362 600.874 
841.01 585.595 
NaN NaN
827.071 711.161 
822.476 682.785 
NaN NaN
823.706 683.851 
825.494 660.473 
NaN NaN
835.837 662.706 
826.103 651.688 
NaN NaN
817.3 679.529 
810.595 661.537 
NaN NaN
808.649 659.198 
806.422 637.138 
NaN NaN
809.234 640.75 
815.797 619.622 
NaN NaN
809.583 633.928 
811.245 620.803 
NaN NaN
763.145 634.619 
755.998 622.33 
NaN NaN
759.311 641.196 
750.593 627.678 
NaN NaN
761.853 640.123 
753.894 615.579 
NaN NaN
662.285 646.636 
654.375 635.455 
NaN NaN
879.76 646.313 
884.842 625.699 
NaN NaN
882.697 627.264 
889.708 607.471 
NaN NaN
890.02 606.376 
900.884 554.196 
NaN NaN
888.835 584.966 
891.255 570.363 
NaN NaN
823.019 592.013 
826.778 572.389 
NaN NaN
797.966 602.916 
793.267 580.774 
NaN NaN
790.144 592.235 
791.3 585.293 
NaN NaN
793.511 580.637 
795.124 568.324 
NaN NaN
746.689 618.76 
743.251 598.811 
NaN NaN
742.527 608.21 
741.313 602.689 
NaN NaN
741.644 598.714 
735.229 585.238 
NaN NaN
751.862 604.584 
746.287 589.751 
NaN NaN
705.002 630.439 
704.175 581.537 
NaN NaN
707.558 579.996 
702.2 561.034 
NaN NaN
705.696 561.888 
705.289 546.48 
NaN NaN
717.728 570.464 
711.107 556.53 
NaN NaN
700.232 571.436 
694.579 560.178 
NaN NaN
666.67 620 
659.136 613.095 
NaN NaN
879.237 531.845 
884.95 520.437 
NaN NaN
831.302 380.916 
848.765 369.194 
NaN NaN
825.427 315.904 
856.712 315.079 
NaN NaN
852.601 310.773 
827.444 306.981 
NaN NaN
811.661 539.647 
808.173 501.829 
NaN NaN
723.292 443.565 
747.035 431.693 
NaN NaN
751.849 432.901 
785.344 413.397 
NaN NaN
784.737 415.676 
800.709 405.052 
NaN NaN
737.815 430.133 
758.334 418.804 
NaN NaN
786.876 403.489 
801.353 389.868 
NaN NaN
764.441 405.73 
770.541 392.828 
NaN NaN
759.482 390.306 
784.969 367.679 
NaN NaN
727.822 379.273 
777.073 347.39 
NaN NaN
754.2 362.809 
734.8 356.492 
NaN NaN
766.239 352.966 
775.62 334.252 
NaN NaN
759.382 342.954 
748.614 329.197 
NaN NaN
751.574 333.691 
763.151 333.128 
NaN NaN
757.422 332.483 
784.433 304.955 
NaN NaN
763.219 332.83 
770.265 333.546 
NaN NaN
801.718 326.294 
815.082 321.998 
NaN NaN
803.838 323.822 
815.866 320.877 
NaN NaN
804.543 323.162 
812.5 319.785 
NaN NaN
750.759 309.763 
752.886 292.304 
NaN NaN
751.67 294.773 
748.546 281.69 
NaN NaN
749.355 285.428 
759.985 279.944 
NaN NaN
743.902 277.461 
752.164 271.733 
NaN NaN
705.878 538.144 
689.926 508.731 
NaN NaN
679.905 510.397 
689.613 508.096 
NaN NaN
679.48 510.261 
673.214 505.084 
NaN NaN
672.853 505.82 
671.07 493.339 
NaN NaN
668.917 494.746 
658.378 485.764 
NaN NaN
709.724 543.107 
704.558 513.965 
NaN NaN
681.287 504.799 
678.897 491.595 
NaN NaN
677.185 501.578 
652.06 449.836 
NaN NaN
650.499 482.512 
642.456 474.277 
NaN NaN
662.256 409.682 
675.941 404.33 
NaN NaN
632.478 482.859 
639.444 431.413 
NaN NaN
630.116 476.143 
627.603 467.902 
NaN NaN
628.878 466.298 
626.755 454.001 
NaN NaN
639.461 431.399 
663.169 393.314 
NaN NaN
646.038 424.087 
644.009 419.774 
NaN NaN
645.863 414.19 
646.254 408.734 
NaN NaN
654.711 405.177 
679.06 378.895 
NaN NaN
679.029 378.636 
684.95 363.027 
NaN NaN
686.073 364.054 
683.275 346.196 
NaN NaN
683.208 371.184 
694.019 360.191 
NaN NaN
693.675 360.247 
696.642 347.039 
NaN NaN
723.814 369.335 
699.378 347.617 
NaN NaN
725.193 379.655 
725.538 365.216 
NaN NaN
661.675 386.479 
655.867 333.017 
NaN NaN
656.273 331.759 
652.682 318.807 
NaN NaN
652.057 319.084 
623.804 273.734 
NaN NaN
735.702 291.945 
745.423 271.852 
NaN NaN
711.423 320.563 
713.2 291.831 
NaN NaN
710.645 326.31 
718.124 297.066 
NaN NaN
601.413 492.568 
585.791 463.779 
NaN NaN
609.385 487.376 
618.227 468.355 
NaN NaN
559.778 532.817 
548.27 518.789 
NaN NaN
580.709 480.964 
566.444 451.954 
NaN NaN
626.877 447.794 
633.602 417.774 
NaN NaN
619.819 438.925 
631.019 425.783 
NaN NaN
648.313 403.075 
632.019 384.865 
NaN NaN
607.501 464.024 
595.147 453.945 
NaN NaN
608.452 455.198 
601.731 452.64 
NaN NaN
601.636 448.557 
580.802 435.951 
NaN NaN
603.391 449.617 
551.899 414.14 
NaN NaN
612.298 412.249 
631.533 384.374 
NaN NaN
631.98 383.203 
642.28 376.465 
NaN NaN
595.441 404.999 
566.385 384.855 
NaN NaN
588.643 399.103 
561.096 371.851 
NaN NaN
590.073 397.016 
576.638 387.739 
NaN NaN
592.598 396.432 
578.766 382.586 
NaN NaN
594.852 393.001 
586.637 388.02 
NaN NaN
617.269 399.655 
593.983 388.394 
NaN NaN
597.738 394.168 
585.673 382.588 
NaN NaN
587.973 450.712 
547.662 414.455 
NaN NaN
572.313 431.961 
565.65 428.725 
NaN NaN
583.106 423.713 
570.216 419.762 
NaN NaN
573.612 419.477 
558.652 404.274 
NaN NaN
573.858 412.608 
564.172 405.095 
NaN NaN
576.971 409.602 
561.307 395.726 
NaN NaN
578.983 409.342 
566.777 399.654 
NaN NaN
580.36 406.342 
562.876 390.937 
NaN NaN
533.768 444.077 
546.401 415.794 
NaN NaN
547.287 417.258 
550.688 400.599 
NaN NaN
550.57 400.297 
565.209 378.721 
NaN NaN
550.095 411.833 
557.222 403.766 
NaN NaN
649.141 391.235 
645.722 373.665 
NaN NaN
649.594 383.272 
647.126 351.837 
NaN NaN
646.598 367.437 
636.657 333.918 
NaN NaN
634.054 333.646 
632.187 326.194 
NaN NaN
636.449 337.678 
626.249 316.29 
NaN NaN
641.51 350.235 
634.531 341.776 
NaN NaN
641.422 336.574 
637.7 322.675 
NaN NaN
630.386 326.717 
640.077 313.687 
NaN NaN
639.795 316.27 
632.777 305.288 
NaN NaN
627.387 354.565 
626.821 318.986 
NaN NaN
625.359 332.711 
621.985 321.185 
NaN NaN
628.609 372.514 
619.368 365.773 
NaN NaN
623.873 365.78 
609.941 356.91 
NaN NaN
633.3 380.7 
627.775 366.586 
NaN NaN
627.467 366.243 
614.507 344.025 
NaN NaN
627.696 365.958 
627.204 355.539 
NaN NaN
626.925 354.599 
618.661 343.359 
NaN NaN
618.487 344.661 
617.679 336.559 
NaN NaN
576.671 387.085 
583.393 366.15 
NaN NaN
582.263 370.53 
596.432 357.966 
NaN NaN
570.859 371.091 
589.558 360.783 
NaN NaN
593.79 358.307 
619.598 334.553 
NaN NaN
605.682 349.999 
617.633 341.495 
NaN NaN
616.065 329.187 
608.767 318.544 
NaN NaN
616.479 328.292 
613.933 320.833 
NaN NaN
625.574 320.077 
603.178 314.202 
NaN NaN
609.473 324.114 
603.716 316.105 
NaN NaN
600.636 314.188 
586.284 304.783 
NaN NaN
594.452 376.788 
588.78 364.522 
NaN NaN
603.076 366.853 
596.995 358.327 
NaN NaN
588.766 360.802 
578.669 350.626 
NaN NaN
594.96 355.641 
576.894 343.545 
NaN NaN
592.572 359.047 
579.582 351.212 
NaN NaN
