NaN NaN NaN
-360.067 -458.651 -280.00
-361.064 -459.743 -280.00
-362.06 -460.834 -280.00
-363.057 -461.926 -280.00
-365.033 -463 -280.00
-365.033 -463 -280.00
-367.028 -465.183 -280.00
-367.028 -465.183 -280.00
-369.004 -466.256 -280.00
-370.002 -467.347 -280.00
-371 -468.438 -280.00
-372.977 -469.511 -280.00
-372.977 -469.511 -280.00
-374.955 -470.584 -280.00
-376.933 -471.657 -280.00
-376.933 -471.657 -280.00
-378.911 -472.729 -280.00
-380.889 -473.801 -280.00
-380.889 -473.801 -280.00
-382.868 -474.872 -280.00
NaN NaN NaN
-362.06 -460.834 -280.00
-361.064 -459.743 -280.00
NaN NaN NaN
-340.48 -456.751 -260.00
-341.491 -458.952 -260.00
-341.491 -458.952 -260.00
-342.503 -461.153 -260.00
-343.498 -462.246 -260.00
-344.494 -463.339 -260.00
-345.489 -464.432 -260.00
-346.485 -465.525 -260.00
-347.498 -467.726 -260.00
-347.498 -467.726 -260.00
-349.49 -469.911 -260.00
-349.49 -469.911 -260.00
-351.483 -472.096 -260.00
-351.483 -472.096 -260.00
-353.477 -474.28 -260.00
-354.456 -474.264 -260.00
-355.453 -475.356 -260.00
-356.451 -476.448 -260.00
-357.448 -477.54 -260.00
-359.425 -478.616 -260.00
-359.425 -478.616 -260.00
-361.403 -479.691 -260.00
-363.381 -480.766 -260.00
-363.381 -480.766 -260.00
-365.359 -481.84 -260.00
-367.338 -482.914 -260.00
-367.338 -482.914 -260.00
-369.317 -483.988 -260.00
-371.296 -485.062 -260.00
-371.296 -485.062 -260.00
-373.276 -486.135 -260.00
-375.256 -487.208 -260.00
-376.236 -487.19 -260.00
-377.237 -488.281 -260.00
-379.197 -488.245 -260.00
-381.178 -489.317 -260.00
-381.178 -489.317 -260.00
-383.16 -490.388 -260.00
-385.142 -491.46 -260.00
-385.142 -491.46 -260.00
-387.124 -492.531 -260.00
-389.107 -493.602 -260.00
-390.087 -493.583 -260.00
-391.068 -493.564 -260.00
NaN NaN NaN
-746.922 -744.097 -260.00
-749.03 -746.229 -260.00
-749.03 -746.229 -260.00
-751.089 -747.25 -260.00
-752.144 -748.316 -260.00
-753.149 -748.27 -260.00
-755.209 -749.29 -260.00
