time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-02-03T05:07:38.980Z,33.5045,132.7343,52.98,4.5,mb,,86,0.979,0.85,us,usc000tl6h,2015-05-02T14:07:08.040Z,"17km E of Ozu, Japan",earthquake,6.2,9.7,0.382,6,reviewed,us,us
2015-01-30T07:45:53.290Z,31.7162,131.7952,28.98,4.4,mwr,,101,1.163,1.18,us,usc000tkaf,2015-05-02T14:06:01.040Z,"41km ESE of Miyazaki-shi, Japan",earthquake,5.2,5.4,0.089,12,reviewed,us,us
2015-01-14T04:10:35.310Z,30.0781,130.5838,77.45,4,mb,,259,1.431,0.24,us,usc000tinj,2015-04-10T18:56:37.040Z,"82km SSW of Nishinoomote, Japan",earthquake,7,11.6,0.259,5,reviewed,us,us
2015-01-13T05:26:59.180Z,30.5992,131.432,41.14,5,mb,,75,1.236,1.04,us,usc000tf3a,2015-04-10T18:56:31.040Z,"43km ESE of Nishinoomote, Japan",earthquake,5.6,6.5,0.063,84,reviewed,us,us
2015-01-12T23:51:35.620Z,31.4441,131.0491,55.8,4.5,mb,,128,0.513,1.3,us,usc000tf2a,2015-04-10T18:56:31.040Z,"5km WSW of Shibushi, Japan",earthquake,7.7,5.9,0.145,16,reviewed,us,us
2015-01-05T14:42:31.500Z,32.5098,131.0657,133.23,4.2,mb,,59,0.633,0.57,us,usc000tbu5,2015-03-27T07:01:59.040Z,"40km ESE of Matsubase, Japan",earthquake,5.7,4.3,0.125,20,reviewed,us,us
2015-01-01T16:14:08.180Z,32.0638,131.7949,38.61,4.2,mwr,,41,1.269,1.19,us,usc000tb66,2015-03-27T07:01:02.040Z,"28km ESE of Takanabe, Japan",earthquake,6,6.5,0.093,11,reviewed,us,us
2014-12-29T07:02:02.370Z,30.5632,131.7416,32.99,4.3,mb,,135,1.453,0.48,us,usc000tf8s,2015-03-17T02:37:52.040Z,"73km ESE of Nishinoomote, Japan",earthquake,6.1,6.4,0.154,12,reviewed,us,us
2014-12-19T03:34:51.510Z,31.9766,129.8421,19.34,4.3,mb,,92,0.698,0.53,us,usc000tcsc,2015-03-06T02:59:02.040Z,"29km SW of Ushibuka, Japan",earthquake,6.2,3.8,0.375,4,reviewed,us,us
2014-11-21T05:47:41.440Z,30.5126,131.4607,10,4.5,mb,,146,1.317,1.01,us,usc000t3xp,2015-02-18T03:30:49.040Z,"50km ESE of Nishinoomote, Japan",earthquake,7.8,2,0.204,9,reviewed,us,us
2014-11-21T05:00:50.190Z,30.4096,131.5179,7.76,4.4,mb,,128,1.427,0.69,us,usb000syh1,2015-02-18T03:30:49.040Z,"61km SE of Nishinoomote, Japan",earthquake,6.9,4.8,0.179,12,reviewed,us,us
2014-11-21T04:28:49.380Z,30.6262,131.3248,18.56,4.4,mb,,123,1.155,0.7,us,usc000t3ye,2015-02-18T03:30:49.040Z,"33km ESE of Nishinoomote, Japan",earthquake,6.9,4.7,0.139,23,reviewed,us,us
2014-11-21T04:28:26.880Z,30.557,131.4948,10,4.2,mb,,134,1.304,0.78,us,usc000t3xf,2015-02-18T03:30:49.040Z,"51km ESE of Nishinoomote, Japan",earthquake,7.8,1.8,0.152,14,reviewed,us,us
2014-11-19T14:39:36.830Z,30.6551,131.5143,10,4.5,mb,,78,1.246,0.97,us,usc000sywe,2015-02-18T03:30:46.040Z,"50km E of Nishinoomote, Japan",earthquake,6,1.9,0.104,33,reviewed,us,us
2014-11-19T14:34:42.850Z,30.6106,131.3516,22.6,5.1,mb,,38,1.182,0.7,us,usc000syw5,2015-02-18T03:30:46.040Z,"36km ESE of Nishinoomote, Japan",earthquake,6.6,4.5,0.052,129,reviewed,us,us
2014-11-18T15:20:49.640Z,30.0444,131.1233,18.64,5,mb,,55,1.57,0.56,us,usc000syhr,2015-02-12T01:42:59.040Z,"77km S of Nishinoomote, Japan",earthquake,6.1,3.7,0.054,122,reviewed,us,us
2014-11-17T21:07:14.310Z,34.5892,135.0651,14.54,4.3,mb,,116,0.746,0.42,us,usb000t25k,2015-02-12T01:42:55.040Z,"8km ESE of Akashi, Japan",earthquake,4.4,4.7,0.265,5,reviewed,us,us
2014-11-13T02:45:48.860Z,30.4577,132.3955,30.78,4.5,mb,,123,1.97,0.66,us,usc000swtw,2015-02-12T01:42:38.040Z,"137km ESE of Nishinoomote, Japan",earthquake,6.9,4.4,0.171,12,reviewed,us,us
2014-11-09T16:12:00.080Z,31.2782,130.3672,154.18,4.1,mb,,134,0.241,0.57,us,usb000sysz,2015-01-31T02:50:13.040Z,"4km ENE of Makurazaki, Japan",earthquake,13.6,7.4,0.301,3,reviewed,us,us
2014-11-01T10:36:27.680Z,33.6533,131.9462,73.97,4.5,mb,,79,1.038,0.82,us,usc000stbq,2015-01-20T09:03:08.040Z,"22km ENE of Kunisaki-shi, Japan",earthquake,4.4,5.7,0.135,22,reviewed,us,us
2014-10-22T18:39:00.400Z,30.4939,131.2852,43.44,4,mb,,127,1.239,0.76,us,usc000sup0,2015-01-17T01:25:32.040Z,"38km SE of Nishinoomote, Japan",earthquake,8.3,10.2,0.196,29,reviewed,us,us
2014-10-17T19:17:26.470Z,29.7876,128.6024,44.55,4.2,mb,,99,2.342,1.48,us,usb000srqa,2015-01-15T20:03:30.040Z,"179km NNW of Naze, Japan",earthquake,6,6.9,0.167,10,reviewed,us,us
2014-10-15T19:39:36.920Z,33.6742,132.6513,49.96,4.1,mb,,135,1.022,0.59,us,usb000smk3,2015-01-15T20:03:26.040Z,"9km SSW of Iyo, Japan",earthquake,4,10.4,0.303,4,reviewed,us,us
2014-09-20T14:44:30.600Z,30.0785,130.3546,89.02,4.5,mb,,130,1.428,0.53,us,usb000shd2,2014-12-19T00:05:23.040Z,"95km SW of Nishinoomote, Japan",earthquake,10.8,6.6,0.221,7,reviewed,us,us
2014-09-14T02:18:24.680Z,29.9461,131.0782,23.48,4.8,mb,,74,1.648,0.7,us,usb000sc7d,2014-12-08T23:31:00.040Z,"87km S of Nishinoomote, Japan",earthquake,6.6,4.1,0.056,131,reviewed,us,us
2014-08-29T10:14:57.770Z,30.2312,132.1359,35,4.6,mb,,82,3.078,1.25,us,usb000sb0p,2014-11-29T00:09:20.000Z,"122km ESE of Nishinoomote, Japan",earthquake,8.2,2,0.194,9,reviewed,us,us
2014-08-28T19:32:00.400Z,31.918,132.0843,10,4.5,mb,,117,1.577,1.44,us,usb000saq0,2014-11-29T00:09:18.000Z,"60km ESE of Takanabe, Japan",earthquake,7.2,1.9,0.171,13,reviewed,us,us
2014-08-28T19:14:35.550Z,32.0864,132.0682,20,5.8,mww,,18,1.443,1.27,us,usc000s7q8,2015-04-07T06:53:20.555Z,"53km E of Takanabe, Japan",earthquake,5.9,1.7,,,reviewed,us,us
2014-08-28T16:30:22.080Z,31.9052,132.0756,21.57,4.4,mb,,38,1.582,0.87,us,usb000sapx,2014-11-29T00:09:17.000Z,"59km ESE of Takanabe, Japan",earthquake,5.6,5.4,0.115,24,reviewed,us,us
2014-08-25T18:42:19.280Z,34.353,134.9298,27.59,4.6,mb,,75,3.454,0.82,us,usb000s9qx,2014-11-22T02:06:36.000Z,"2km E of Sumoto, Japan",earthquake,5.7,6,0.173,10,reviewed,us,us
2014-08-25T07:31:43.690Z,29.8942,129.88,111.4,4.7,mb,,67,3.331,0.76,us,usb000s5zz,2014-11-22T02:06:35.000Z,"142km SW of Nishinoomote, Japan",earthquake,7.3,5.9,0.048,144,reviewed,us,us
2014-08-17T20:34:34.770Z,30.8547,131.0542,92.64,4.4,mb,,118,2.268,0.73,us,usb000s3m9,2014-11-15T04:07:13.000Z,"14km NNE of Nishinoomote, Japan",earthquake,,8.3,0.203,11,reviewed,us,us
2014-08-13T22:51:28.660Z,33.8501,131.888,81.85,4.5,mb,,77,1.112,0.48,us,usb000s2hh,2014-11-15T04:07:07.000Z,"12km SSW of Hikari, Japan",earthquake,,6.4,0.096,34,reviewed,us,us
2014-08-06T22:15:24.120Z,31.1305,132.2681,49.12,4.2,mb,,124,2.312,0.65,us,usb000s447,2014-11-07T21:47:34.000Z,"100km ESE of Nichinan, Japan",earthquake,,7.5,0.2,9,reviewed,us,us
2014-08-02T16:09:56.580Z,33.2997,131.6528,94.87,4.7,mb,,56,0.673,0.82,us,usb000s2qe,2014-10-29T19:52:54.000Z,"7km NNE of Oita-shi, Japan",earthquake,,6.2,0.134,17,reviewed,us,us
2014-07-20T13:30:21.290Z,32.1242,134.3928,26.32,4.6,mb,,55,3.13,0.47,us,usb000russ,2014-10-17T21:12:12.000Z,"130km S of Muroto, Japan",earthquake,,5.1,0.157,14,reviewed,us,us
2014-07-08T02:14:54.270Z,30.5029,130.9757,61.02,4,mb,,157,2.615,0.76,us,usb000rv5a,2014-10-04T20:00:00.000Z,"25km S of Nishinoomote, Japan",earthquake,,7.6,0.183,8,reviewed,us,us
2014-07-01T16:28:14.650Z,31.1584,130.2481,169.03,4.7,mb,,65,2.032,0.6,us,usc000rp7q,2014-09-26T11:49:52.000Z,"13km SSW of Makurazaki, Japan",earthquake,,5.2,0.043,170,reviewed,us,us
2014-06-20T16:10:36.940Z,31.2023,131.283,54.98,4.7,mb,,129,1.947,1,us,usc000riuq,2014-09-19T17:22:53.000Z,"28km S of Kushima, Japan",earthquake,,7.2,0.275,5,reviewed,us,us
2014-06-19T15:22:41.510Z,31.0091,131.4666,44.54,4.6,mb,,118,2.168,0.61,us,usb000rrsm,2014-09-19T17:22:05.000Z,"54km SSE of Kushima, Japan",earthquake,,9.1,0.182,10,reviewed,us,us
2014-06-01T15:27:59.230Z,30.5315,131.5586,36.79,4.6,mb,,109,2.65,0.69,us,usc000r9ui,2014-08-26T01:21:09.000Z,"58km ESE of Nishinoomote, Japan",earthquake,,6,0.08,49,reviewed,us,us
2014-05-27T17:54:28.180Z,31.6269,131.4509,43.63,4.2,mb,,213,1.57,0.35,us,usc000rf1v,2014-08-23T08:36:51.000Z,"8km ENE of Nichinan, Japan",earthquake,,9.9,0.187,8,reviewed,us,us
2014-05-21T01:11:23.340Z,33.5942,131.9293,88.85,4.3,mb,,62,0.997,0.89,us,usc000rc3s,2014-08-23T08:36:41.000Z,"18km E of Kunisaki-shi, Japan",earthquake,,7.8,0.168,10,reviewed,us,us
2014-05-04T10:01:09.550Z,32.0747,132.0353,40.64,4.5,mb,,81,1.432,1.24,us,usb000r16b,2014-07-27T21:51:20.000Z,"50km E of Takanabe, Japan",earthquake,,7,0.139,15,reviewed,us,us
2014-04-03T15:46:44.620Z,32.5421,132.0696,37.4,4.6,mb,,65,1.16,1.32,us,usc000p33x,2014-06-11T06:06:06.000Z,"38km E of Nobeoka, Japan",earthquake,,5.5,0.073,59,reviewed,us,us
2014-04-01T22:16:51.970Z,31.1506,128.1716,10,4.7,mb,,109,3.023,1.43,us,usc000nzsl,2014-05-29T23:32:12.000Z,"181km SSW of Fukue, Japan",earthquake,,1.8,0.081,49,reviewed,us,us
2014-03-22T11:05:39.270Z,33.6617,131.8645,85.66,4.6,mb,,52,0.984,1.05,us,usc000nkyw,2015-01-31T00:12:19.693Z,"16km NE of Kunisaki-shi, Japan",earthquake,,6.4,0.063,81,reviewed,us,us
2014-03-22T07:24:51.420Z,31.2552,130.2798,157.41,4.6,mb,,68,1.931,0.91,us,usc000nkvh,2014-05-24T00:54:39.000Z,"3km WSW of Makurazaki, Japan",earthquake,,2.1,0.061,82,reviewed,us,us
2014-03-18T21:00:38.530Z,31.4006,131.1078,68.92,4.2,mb,,101,1.73,0.64,us,usc000ng46,2014-05-16T21:51:48.000Z,"7km S of Shibushi, Japan",earthquake,,7.9,0.237,8,reviewed,us,us
2014-03-13T17:06:50.770Z,33.6842,131.8249,79,6.3,mww,,12,0.969,1.28,us,usc000nabv,2015-01-28T21:02:15.312Z,"15km NNE of Kunisaki-shi, Japan",earthquake,,1.8,,,reviewed,us,us
2014-03-12T22:35:54.640Z,31.0351,131.4596,50.75,4.6,mb,,131,2.141,0.96,us,usc000n9ty,2014-05-16T21:51:38.000Z,"51km SSE of Kushima, Japan",earthquake,,7,0.098,34,reviewed,us,us
2014-02-26T06:03:52.540Z,30.4156,131.0195,48.6,4.3,mb,,133,2.704,0.46,us,usc000n4yn,2014-05-13T21:36:42.000Z,"35km S of Nishinoomote, Japan",earthquake,,9.6,0.238,5,reviewed,us,us
2014-02-24T23:39:29.510Z,31.297,130.3832,160.36,4.6,mb,,60,1.87,0.78,us,usc000mxmy,2014-05-07T00:03:10.000Z,"7km ENE of Makurazaki, Japan",earthquake,,5.6,0.076,51,reviewed,us,us
2014-02-14T01:53:51.630Z,32.4228,131.5758,138.13,4.3,mb,,113,0.915,0.68,us,usc000mq9q,2014-04-30T21:18:19.000Z,"19km SSW of Nobeoka, Japan",earthquake,,7.3,0.142,18,reviewed,us,us
2013-12-30T06:15:06.530Z,34.2902,134.8971,411.14,4.1,mb,,115,2.047,0.69,us,usb000m2p9,2014-02-28T08:44:13.000Z,"6km S of Sumoto, Japan",earthquake,,7.4,0.087,,reviewed,us,us
2013-12-12T02:24:57.730Z,31.2224,131.3207,52.94,4.7,mb,,129,1.934,0.86,us,usc000lipy,2014-02-21T23:00:52.000Z,"27km SSE of Kushima, Japan",earthquake,,7.5,0.11,,reviewed,us,us
2013-12-11T07:36:48.060Z,30.845,130.8607,69.33,4.7,mb,,98,2.273,0.59,us,usc000lhx8,2014-02-21T23:00:51.000Z,"18km NW of Nishinoomote, Japan",earthquake,,6.4,0.079,,reviewed,us,us
2013-11-30T10:04:19.190Z,31.3456,130.2277,158.4,4.4,mb,,118,1.857,0.54,us,usb000lbcd,2014-02-12T01:08:38.000Z,"11km SW of Kaseda, Japan",earthquake,,8.6,0.309,,reviewed,us,us
2013-11-25T16:38:49.480Z,30.0642,131.0807,37.77,4.7,mb,,129,3.056,0.66,us,usb000l69b,2014-02-11T02:18:59.000Z,"74km S of Nishinoomote, Japan",earthquake,,6.9,0.092,,reviewed,us,us
2013-11-18T18:22:01.860Z,30.9635,130.4512,121.28,4.3,mb,,111,2.185,0.82,us,usb000l1gq,2014-01-31T21:22:28.000Z,"35km SSW of Ibusuki, Japan",earthquake,,7.4,0.188,,reviewed,us,us
2013-11-11T17:10:00.150Z,30.7466,130.9706,66.05,4.4,mb,,130,2.372,0.22,us,usb000kz58,2014-01-17T00:29:16.000Z,"3km WNW of Nishinoomote, Japan",earthquake,,9.6,0.239,,reviewed,us,us
2013-11-10T13:29:21.690Z,31.1209,130.2256,168.32,4.7,mb,,87,2.073,0.79,us,usb000kviz,2014-01-17T00:29:15.000Z,"18km SSW of Makurazaki, Japan",earthquake,,6.6,0.082,,reviewed,us,us
2013-10-15T08:46:43.300Z,31.2544,130.5144,164.17,4.4,mb,,125,1.89,0.36,us,usb000kixw,2013-12-30T23:41:08.000Z,"13km W of Ibusuki, Japan",earthquake,,7.5,0.24,,reviewed,us,us
2013-10-08T11:45:20.910Z,31.6636,131.7599,37.55,4.8,mb,,68,1.637,0.93,us,usb000k8i6,2013-12-24T01:42:56.000Z,"37km E of Nichinan, Japan",earthquake,,5.4,0.083,,reviewed,us,us
2013-09-27T19:37:49.930Z,31.3228,131.3222,46.53,4.8,mb,,80,1.836,1.02,us,usb000k189,2013-12-13T09:00:35.000Z,"17km SSE of Kushima, Japan",earthquake,,6.4,0.069,,reviewed,us,us
2013-09-21T20:29:45.890Z,30.0201,131,37.87,4.6,mb,,110,3.097,0.73,us,usb000k0sy,2013-12-09T21:11:12.000Z,"79km S of Nishinoomote, Japan",earthquake,,8.4,0.129,,reviewed,us,us
2013-09-21T20:26:48.640Z,30.101,131.1832,40.79,4.8,mb,,62,3.026,0.38,us,usb000jx9r,2013-12-09T21:11:12.000Z,"72km SSE of Nishinoomote, Japan",earthquake,,6.4,0.073,,reviewed,us,us
2013-09-21T20:05:45.510Z,30.1235,131.103,41.61,4.7,mb,,122,2.998,0.49,us,usb000jx93,2013-12-09T21:11:12.000Z,"68km S of Nishinoomote, Japan",earthquake,,6.7,0.076,,reviewed,us,us
2013-09-20T06:50:27.660Z,30.0386,131.1453,31.58,5,mb,,95,3.085,1.03,us,usb000jwjk,2013-12-09T21:11:09.000Z,"78km S of Nishinoomote, Japan",earthquake,,4.8,0.053,,reviewed,us,us
2013-09-19T23:23:01.170Z,30.7291,129.4414,249.69,4.5,mb,,85,2.682,0.51,us,usb000jwgq,2013-12-09T21:11:09.000Z,"102km SW of Makurazaki, Japan",earthquake,,6.7,0.05,,reviewed,us,us
2013-09-15T17:35:42.140Z,30.0611,130.9982,31.63,4.7,mb,,128,3.056,0.64,us,usc000juy2,2013-11-19T17:38:05.000Z,"74km S of Nishinoomote, Japan",earthquake,,5.1,0.083,,reviewed,us,us
2013-08-22T10:13:22.790Z,33.3703,134.8657,45.38,3.3,ml,,175,2.664,0.13,us,usb000j9a7,2013-10-25T20:09:38.000Z,"61km SW of Tanabe, Japan",earthquake,,36.1,0.128,,reviewed,us,us
2013-07-17T03:07:54.060Z,34.641,135.033,59.4,4.4,mb,15,115,,0.98,us,usp000k232,2014-11-07T01:51:17.139Z,"near the south coast of western Honshu, Japan",earthquake,,11.7,,8,reviewed,us,us
2013-04-24T23:47:20.400Z,32.631,131.486,67,4.7,mb,95,112.6,,0.8,us,usb000gfca,2014-11-07T01:50:38.670Z,"11km SSE of Takedamachi, Japan",earthquake,,4.4,,53,reviewed,us,us
2013-04-12T20:33:17.540Z,34.369,134.828,14,5.8,mww,535,13,,0.77,us,usb000g5yg,2015-01-28T16:30:50.663Z,"6km WNW of Sumoto, Japan",earthquake,,,,,reviewed,us,us
2013-04-01T08:45:15.640Z,30.573,130.994,43.8,4.6,mb,45,124.7,,0.68,us,usb000fx99,2014-11-07T01:50:27.428Z,"13km SSW of Nishinoomote, Japan",earthquake,,6.3,,24,reviewed,us,us
2013-03-18T18:59:47.840Z,29.924,132.058,22.8,4.4,mb,29,122.9,,0.68,us,usb000fw5d,2014-11-07T01:50:21.369Z,"138km SE of Nishinoomote, Japan",earthquake,,14,,2,reviewed,us,us
2013-03-11T09:59:43.730Z,31.598,131.632,33.7,4.7,mb,96,121.7,,0.92,us,usb000fiqj,2014-11-07T01:50:19.553Z,"24km E of Nichinan, Japan",earthquake,,,,46,reviewed,us,us
2013-03-11T09:34:52.170Z,31.603,131.534,36.9,5.2,mb,311,37.4,,1,us,usb000fiqa,2015-01-31T01:17:24.437Z,"14km NE of Nichinan, Japan",earthquake,,3.8,,222,reviewed,us,us
2013-03-11T05:34:57.360Z,31.138,130.348,162.7,4.7,mb,186,34.6,,1.06,us,usb000fink,2014-11-07T01:50:19.475Z,"9km SW of Makurazaki, Japan",earthquake,,,,130,reviewed,us,us
2013-02-21T19:59:46.290Z,30.183,130.994,35.4,4.8,mb,69,79.2,,0.68,us,usc000fb5j,2014-11-07T01:50:10.585Z,"61km S of Nishinoomote, Japan",earthquake,,5,,26,reviewed,us,us
2013-02-13T03:57:42.500Z,30.252,131.412,10,5.2,mwb,450,25.9,,0.87,us,usc000f6fa,2014-11-07T01:50:07.186Z,"63km SE of Nishinoomote, Japan",earthquake,,,,,reviewed,us,us
2013-02-04T04:00:54.390Z,30.299,131.02,60.3,4.3,mb,17,108.7,,0.48,us,usc000f0sp,2014-11-07T01:50:00.491Z,"44km S of Nishinoomote, Japan",earthquake,,9.3,,3,reviewed,us,us
2012-12-22T06:15:31.180Z,33.472,132.123,54.9,4.6,mb,146,77.2,,0.88,us,usp000jx8q,2015-03-24T01:36:40.515Z,"Shikoku, Japan",earthquake,,4.5,,80,reviewed,us,us
2012-10-26T19:44:37.130Z,33.438,133.412,27.6,4.6,mb,65,80.6,,0.68,us,usp000juft,2014-11-07T01:49:08.934Z,"Shikoku, Japan",earthquake,,7.9,,24,reviewed,us,us
2012-10-25T16:54:16.050Z,31.926,131.611,34.5,4.8,mb,145,51.2,,1.04,us,usp000juef,2014-11-07T01:49:08.651Z,"Kyushu, Japan",earthquake,,9.4,,86,reviewed,us,us
2012-10-20T02:49:15.290Z,30.11,130.991,24.7,4.5,mb,64,113.4,,0.87,us,usp000ju6r,2014-11-07T01:49:07.117Z,"Kyushu, Japan",earthquake,,11,,15,reviewed,us,us
2012-10-16T13:39:25.580Z,31.216,130.199,168.6,5.3,mb,308,55.9,,0.84,us,usp000ju20,2014-11-07T01:49:06.148Z,"Kyushu, Japan",earthquake,,,,97,reviewed,us,us
2012-10-09T20:49:35.430Z,32.657,132.349,37.6,4.7,mb,83,43.3,,0.96,us,usp000jtt1,2014-11-07T01:49:04.245Z,"Shikoku, Japan",earthquake,,4.7,,32,reviewed,us,us
2012-09-22T04:14:54.010Z,30.806,131.354,51.9,4.3,mb,20,122.6,,0.72,us,usp000jspv,2014-11-07T01:48:53.674Z,"Kyushu, Japan",earthquake,,11.5,,3,reviewed,us,us
2012-09-08T01:41:25.180Z,33.773,132.206,52.8,4.6,mb,129,70.1,,0.88,us,usp000jrys,2015-03-24T02:15:04.869Z,"Shikoku, Japan",earthquake,,,,45,reviewed,us,us
2012-08-27T10:58:44.730Z,31.157,131.223,36,4.4,mb,46,128.5,,0.88,us,usp000jqww,2014-11-07T01:48:38.199Z,"Kyushu, Japan",earthquake,,6.6,,6,reviewed,us,us
2012-08-16T23:46:48.540Z,32.024,130.009,23.4,4.9,mb,193,49.3,,0.78,us,usp000jqda,2015-03-24T01:32:07.744Z,"Kyushu, Japan",earthquake,,6.7,,105,reviewed,us,us
2012-07-25T17:20:11.140Z,30.981,130.348,137.2,5,mb,245,34.8,,0.96,us,usp000jpes,2015-03-24T02:15:15.176Z,"Kyushu, Japan",earthquake,,,,98,reviewed,us,us
2012-06-25T08:22:58.720Z,30.072,131.084,33.8,4.7,mb,32,84.6,,0.63,us,usp000jn7b,2014-11-07T01:48:09.056Z,"Kyushu, Japan",earthquake,,12.2,,5,reviewed,us,us
2012-06-25T04:53:38.220Z,31.179,131.786,56.6,4.4,mb,35,203.7,,0.96,us,usp000jn75,2014-11-07T01:48:09.027Z,"Kyushu, Japan",earthquake,,15,,5,reviewed,us,us
2012-06-19T18:35:35.600Z,32.124,132.107,41.7,4.8,mb,60,64.7,,0.96,us,usp000jmze,2014-11-07T01:48:07.049Z,"Shikoku, Japan",earthquake,,6.7,,21,reviewed,us,us
2012-06-10T17:11:31.400Z,30.973,130.826,77.3,4.7,mb,66,97.7,,1.03,us,usp000jmkt,2014-11-07T01:48:03.089Z,"Kyushu, Japan",earthquake,,5.8,,19,reviewed,us,us
2012-06-10T16:43:40.070Z,30.363,132.009,22,4,mb,29,122.9,,0.58,us,usp000jmkr,2014-11-07T01:48:03.085Z,"southeast of Shikoku, Japan",earthquake,,12.2,,2,reviewed,us,us
2012-06-08T05:15:51.810Z,31.01,130.956,74.3,4.5,mb,47,103.8,,0.76,us,usp000jmgw,2014-11-07T01:48:01.966Z,"Kyushu, Japan",earthquake,,5.4,,12,reviewed,us,us
2012-06-04T06:51:01.060Z,32.071,130.894,15.6,4.7,mb,59,120.2,,0.78,us,usp000jmaf,2014-11-07T01:48:00.526Z,"Kyushu, Japan",earthquake,,7.6,,26,reviewed,us,us
2012-05-22T18:45:28.270Z,31.093,131.28,43.9,4.6,mb,81,62.9,,1.01,us,usp000jksy,2014-11-07T01:47:51.409Z,"Kyushu, Japan",earthquake,,5.1,,31,reviewed,us,us
2012-05-14T03:36:48.260Z,31.77,131.52,40.1,4.9,mb,208,60.1,,0.93,us,usp000jkdn,2015-03-24T02:38:53.999Z,"Kyushu, Japan",earthquake,,4,,117,reviewed,us,us
2012-04-14T12:39:57.690Z,30.063,130.312,56.1,4.7,mb,77,105.9,,0.95,us,usp000jhyd,2014-11-07T01:47:31.376Z,"Kyushu, Japan",earthquake,,6.4,,31,reviewed,us,us
2012-03-11T22:58:11.460Z,32.759,130.75,31.2,4.6,mb,28,124.2,,1.04,us,usp000jg41,2014-11-07T01:47:13.831Z,"Kyushu, Japan",earthquake,,21.6,,7,reviewed,us,us
2012-02-28T16:23:03.400Z,31.828,131.639,52.1,4.6,mb,57,64,,0.97,us,usp000jfj0,2014-11-07T01:47:05.545Z,"Kyushu, Japan",earthquake,,5.8,,13,reviewed,us,us
2012-02-09T03:55:19.870Z,31.506,131.497,34.9,4.8,mb,114,95.4,,0.92,us,usp000jeqc,2014-11-07T01:46:59.580Z,"Kyushu, Japan",earthquake,,9.3,,44,reviewed,us,us
2012-01-29T18:18:24.190Z,32.588,131.806,62.4,5.1,mb,94,88.6,,1.21,us,usp000je51,2015-03-24T02:24:06.334Z,"Kyushu, Japan",earthquake,,6.1,,38,reviewed,us,us
2012-01-20T08:36:44.850Z,31.943,131.488,49.3,4.4,mb,34,128.9,,0.66,us,usp000jdrg,2014-11-07T01:46:48.519Z,"Kyushu, Japan",earthquake,,8.2,,10,reviewed,us,us
2011-12-13T17:51:05.170Z,30.259,131.449,15.1,4.9,mb,86,42.8,,0.81,us,usp000jc5d,2014-11-07T01:46:33.641Z,"Kyushu, Japan",earthquake,,11.4,,34,reviewed,us,us
2011-11-21T10:16:33.810Z,34.847,132.715,35,5.1,mwc,137,60.3,,0.86,us,usp000jb72,2015-03-24T01:56:35.601Z,"western Honshu, Japan",earthquake,,,,,reviewed,us,gcmt
2011-10-23T12:04:49.710Z,30.041,130.658,59.4,4.9,mb,77,126.9,,0.91,us,usp000j9s7,2014-11-07T01:46:10.182Z,"Kyushu, Japan",earthquake,,5.6,,36,reviewed,us,us
2011-10-19T02:36:53.540Z,32.557,131.22,89.4,4.9,mb,54,72.6,,0.81,us,usp000j9hm,2014-11-07T01:46:07.858Z,"Kyushu, Japan",earthquake,,4.1,,15,reviewed,us,us
2011-10-07T21:11:38.090Z,33.792,135.039,11.5,4.1,mb,24,75.6,,0.78,us,usp000j928,2014-11-07T01:46:05.069Z,"near the south coast of western Honshu, Japan",earthquake,,18,,1,reviewed,us,us
2011-10-05T14:33:28.740Z,32.912,130.798,15.5,4.8,mb,59,83.8,,0.95,us,usp000j8yh,2015-03-24T02:19:18.626Z,"Kyushu, Japan",earthquake,,6.6,,17,reviewed,us,us
2011-10-04T10:19:30.410Z,33.969,134.041,42.5,4.8,mb,61,81.2,,0.71,us,usp000j8wx,2014-11-07T01:46:03.370Z,"Shikoku, Japan",earthquake,,4.4,,18,reviewed,us,us
2011-09-17T21:58:52.970Z,31.132,130.297,246,4,mb,16,90.7,,0.85,us,usp000j87g,2014-11-07T01:45:54.950Z,"Kyushu, Japan",earthquake,,11.4,,8,reviewed,us,us
2011-08-28T00:52:05.200Z,31.162,131.422,48.8,4.9,mb,54,125.7,,0.88,us,usp000j75d,2014-11-07T01:45:44.097Z,"Kyushu, Japan",earthquake,,6.4,,11,reviewed,us,us
2011-08-04T15:09:22.520Z,30.516,130.327,104.5,4.8,mb,82,89.7,,0.88,us,usp000j5yz,2014-11-07T01:45:33.822Z,"Kyushu, Japan",earthquake,,4.5,,34,reviewed,us,us
2011-07-30T01:07:09.280Z,33.995,135.087,42.1,4.2,mb,10,225.5,,0.56,us,usp000j5qe,2014-11-07T01:45:28.039Z,"near the south coast of western Honshu, Japan",earthquake,,33.3,,2,reviewed,us,us
2011-07-07T19:10:45.200Z,31.345,130.409,162.9,4.9,mb,90,80.3,,0.89,us,usp000j4b5,2014-11-07T01:45:18.167Z,"Kyushu, Japan",earthquake,,,,25,reviewed,us,us
2011-06-23T11:38:32.870Z,30.284,131.467,26,5.1,mwc,228,39.8,,0.83,us,usp000j3m1,2014-11-07T01:45:09.348Z,"Kyushu, Japan",earthquake,,7.2,,,reviewed,us,gcmt
