0	-71.
304.2098738000584	-76.
608.4197476001168	-73.
912.6296214001752	-74.
1216.8394952002336	-77.
1521.0493690002922	-74.
1825.2592428003504	-75.
2129.469116600409	-75.
2433.6789904004672	-79.
2737.888864200526	-76.
3042.0987380005845	-71.
3346.3086118006427	-70.
3650.518485600701	-80.
3954.7283594007595	-74.
4258.938233200818	-74.
4563.148107000877	-73.
4867.3579808009345	-76.
5171.567854600993	-77.
5475.777728401052	-74.
5779.98760220111	-76.
6084.197476001169	-76.
6388.407349801227	-73.
6692.617223601285	-72.
6996.827097401344	-72.
7301.036971201402	-73.
7605.246845001461	-73.
7909.456718801519	-71.
8213.666592601578	-72.
8517.876466401636	-72.
8822.086340201695	-72.
9126.296214001753	-70.
9430.506087801812	-71.
9734.715961601869	-74.
10038.925835401928	-73.
10343.135709201986	-78.
10647.345583002045	-74.
10951.555456802103	-78.
11255.76533060216	-73.
11559.97520440222	-74.
11864.18507820228	-74.
12168.394952002338	-71.
12472.604825802397	-70.
12776.814699602453	-70.
13081.024573402512	-70.
13385.23444720257	-69.
13689.44432100263	-71.
13993.654194802688	-75.
14297.864068602745	-73.
14602.073942402803	-74.
14906.283816202864	-71.
15210.493690002922	-72.
15514.703563802981	-73.
15818.913437603038	-71.
16123.123311403095	-71.
16427.333185203155	-70.
16731.543059003216	-73.
17035.752932803272	-71.
17339.962806603333	-72.
17644.17268040339	-70.
17948.382554203446	-71.
18252.592428003507	-71.
18556.802301803564	-73.
18861.012175603624	-73.
19165.22204940368	-75.
19469.431923203738	-72.
19773.6417970038	-76.
20077.851670803855	-79.
20382.061544603916	-73.
20686.271418403972	-71.
20990.48129220403	-74.
21294.69116600409	-73.
21598.901039804146	-73.
21903.110913604207	-71.
22207.320787404264	-74.
22511.53066120432	-77.
22815.740535004385	-76.
23119.95040880444	-76.
23424.160282604502	-73.
23728.37015640456	-76.
24032.580030204615	-74.
24336.789904004676	-73.
24640.999777804733	-78.
24945.209651604793	-73.
25249.41952540485	-73.
25553.629399204907	-75.
25857.839273004967	-73.
26162.049146805024	-75.
26466.259020605085	-74.
26770.46889440514	-73.
27074.678768205198	-75.
27378.88864200526	-77.
27683.098515805315	-78.
27987.308389605376	-75.
28291.518263405433	-74.
28595.72813720549	-77.
28899.93801100555	-78.
29204.147884805607	-77.
29508.35775860567	-78.
29812.567632405728	-79.
30116.777506205784	-80.
30420.987380005845	-82.
30725.1972538059	-80.
31029.407127605962	-79.
31333.61700140602	-79.
31637.826875206076	-80.
31942.036749006136	-80.
32246.24662280619	-77.
32550.456496606253	-80.
32854.66637040631	-80.
33158.87624420637	-80.
33463.08611800643	-81.
33767.29599180649	-82.
34071.505865606545	-84.
34375.7157394066	-83.
34679.925613206666	-81.
34984.135487006715	-85.
35288.34536080678	-88.
35592.555234606836	-84.
35896.76510840689	-84.
36200.97498220695	-82.
36505.184856007014	-85.
36809.39472980707	-88.
37113.60460360713	-89.
37417.814477407184	-88.
37722.02435120725	-82.
38026.2342250073	-87.
38330.44409880736	-83.
38634.65397260742	-87.
38938.863846407476	-87.
39243.07372020754	-88.
39547.2835940076	-88.
39851.49346780766	-88.
40155.70334160771	-89.
40459.913215407774	-90.
40764.12308920783	-88.
41068.33296300789	-88.
41372.542836807945	-88.
41676.75271060801	-88.
41980.96258440806	-87.
42285.17245820812	-88.
42589.38233200818	-90.
42893.59220580824	-97.
43197.80207960829	-90.
43502.01195340836	-88.
43806.221827208414	-92.
44110.43170100847	-89.
44414.64157480853	-91.
44718.85144860859	-92.
45023.06132240864	-92.
45327.271196208705	-93.
45631.48107000877	-93.
45935.69094380882	-94.
46239.90081760888	-94.
46544.11069140894	-92.
46848.320565209004	-96.
47152.53043900905	-96.
47456.74031280912	-98.
47760.950186609174	-97.
48065.16006040923	-98.
48369.36993420929	-99.
48673.57980800935	-98.
48977.7896818094	-100.
49281.999555609465	-100.
49586.20942940952	-99.
49890.419303209586	-102.
50194.629177009636	-100.
50498.8390508097	-101.
50803.04892460976	-103.
51107.25879840981	-102.
51411.46867220987	-105.
51715.678546009935	-105.
52019.88841980999	-105.
52324.09829361005	-107.
52628.30816741011	-109.
52932.51804121017	-107.
53236.727915010226	-106.
53540.93778881028	-107.
53845.14766261035	-109.
54149.357536410396	-109.
54453.56741021046	-111.
54757.77728401052	-112.
55061.987157810574	-115.
55366.19703161063	-116.
55670.406905410695	-118.
55974.61677921075	-116.
56278.82665301081	-115.
56583.036526810865	-116.
56887.24640061093	-117.
57191.45627441098	-121.
57495.66614821104	-120.
