0021  0457  163499.6500 -132965.5900    0.002061    0.001396    0.003804    0.000696    0.000852    0.002864
0022  0458  105431.6800  -93588.7200    0.002858    0.004781    0.003026    0.000633    0.000730    0.002646
0023  0459   63132.0400 -111682.6500    0.002069    0.001467   -0.002729    0.000630    0.000748    0.002440
0024  0460   30055.9300  -97164.2800    0.003825    0.000964    0.004851    0.000605    0.000723    0.002416
0025  0461    9230.7600  -42704.7600    0.007335    0.003426   -0.001072    0.000710    0.000838    0.002798
0026  0462  -13789.9100 -176352.6400    0.001385    0.002858    0.004230    0.000725    0.000853    0.002769
0027  0463  -16814.9800  -53340.6400    0.006346    0.003084   -0.001118    0.000625    0.000761    0.002511
0028  0464   16539.0700  -16945.9700    0.003151    0.012049    0.003364    0.000681    0.000792    0.002619
0029  0465    6723.7600    3522.8600   -0.007771    0.021735    0.004068    0.000736    0.000830    0.002966
0030  0466   -3947.4000   35056.6200   -0.008251   -0.014675    0.004312    0.000723    0.000827    0.002961
0031  0467  -51416.7600  -68715.2000    0.003084    0.003850   -0.002343    0.000721    0.000844    0.002791
0032  0468  -53840.8700  -19773.0100   -0.000587   -0.011100    0.000063    0.000906    0.001042    0.003654
0033  0469  -60118.6100    8193.5100    0.001739   -0.010669    0.004498    0.000750    0.000833    0.002968
0034  0470  100212.5400   76096.3100    0.001062    0.005469   -0.002162    0.000745    0.000868    0.002985
0035  0471   79964.8200   39845.5800    0.000601    0.010338   -0.005498    0.000799    0.000933    0.003320
0036  0472   53464.6600   57027.8400    0.017461    0.006013   -0.019819    0.002316    0.002801    0.009333
0037  0473   52880.2900   99079.0600   -0.004216    0.002183    0.001024    0.000650    0.000770    0.002516
0038  0474   26168.0800   51918.1900   -0.013784   -0.003101   -0.006816    0.000902    0.001056    0.003445
0039  0475   24370.6600   80169.6700   -0.004162   -0.000363   -0.000894    0.000710    0.000837    0.002737
0040  0476   -6604.5200   96785.7900   -0.004035    0.001951    0.005793    0.000838    0.000984    0.003554
0041  0477   -9699.0800   56588.4700   -0.006224   -0.002174   -0.007022    0.000839    0.000969    0.003570
0042  0478  -35356.8600   40341.7400    0.000764   -0.007290   -0.008075    0.000725    0.000895    0.003011
0043  0479  -58650.6700   44231.4500    0.001508   -0.005771   -0.001061    0.000696    0.000801    0.003121
0044  0480  -66340.7500   75582.2100    0.003113   -0.000886    0.001031    0.000623    0.000719    0.002447
0045  0481  -89984.2500   34787.0200    0.002867   -0.004354   -0.000609    0.000764    0.000876    0.002980
0046  0482 -115010.2500   29854.3100    0.003487   -0.001956   -0.009210    0.001235    0.001366    0.005300
0047  0483 -121420.6100   62924.9600    0.001884   -0.000174    0.000129    0.000925    0.000998    0.003850
0048  0484 -144684.4400   49025.2700    0.002337   -0.000020    0.005068    0.000701    0.000822    0.002763
0049  0485  -80512.7100  -10806.1800    0.000240   -0.004640   -0.000773    0.000742    0.000874    0.002876
0050  0486 -102669.6300    4843.6300    0.000974   -0.002328   -0.007683    0.000728    0.000847    0.002873
0051  0487 -113364.7900  -86322.4100   -0.000049    0.000997    0.003493    0.000772    0.000903    0.003143
0052  0488 -118615.8800  -40544.5600   -0.001804   -0.000986    0.001191    0.000678    0.000798    0.002663
0053  0489 -128946.4600   12518.0100    0.002495   -0.000097    0.007867    0.000857    0.001029    0.003529
0054  0490 -171609.9800   -5414.4900   -0.000074   -0.001618   -0.002369    0.000859    0.000998    0.003338
0055  0491 -185789.8900    2685.3500    0.002905   -0.001700    0.001306    0.000744    0.000838    0.003008
0056  0492 -249181.2900   26802.7900    0.000817   -0.001030   -0.000121    0.000736    0.000845    0.002833
0057  0493 -266217.7700   -4219.0600    0.001918    0.001260    0.009219    0.000986    0.001160    0.004120
0058  0494 -486927.1200 -113739.5400    0.000807    0.002821    0.006685    0.000748    0.000846    0.002918
0059  0495 -638309.8600 -217950.2300    0.002204    0.003967    0.002454    0.000670    0.000734    0.002594
0060  0685  106874.3900     411.2100    0.000558    0.005012   -0.000267    0.000753    0.000912    0.002991
0061  0686  101991.8600   25250.8000   -0.000262    0.008364   -0.002408    0.000676    0.000809    0.002739
0062  0687   95349.9200    7509.2900   -0.000829    0.008039   -0.005592    0.000889    0.001069    0.003567
0063  0688   60414.7000   -3302.1400   -0.001372    0.016304    0.002225    0.000916    0.001165    0.003793
0064  0689   44971.1300  -74014.1500    0.002416    0.002942    0.001004    0.000668    0.000795    0.002661
0065  0690   52561.3600  -97377.9100    0.001067    0.003092   -0.003079    0.000764    0.000896    0.003037
0066  0691   51214.2100 -149951.5300    0.003645    0.001600   -0.005143    0.000592    0.000682    0.002427
0067  0692   10166.6200 -159181.2700    0.000934    0.003235   -0.004691    0.000687    0.000762    0.002804
0068  0693     802.4200  -52427.4800    0.008101    0.002547   -0.000468    0.000665    0.000783    0.002557
0069  0694     690.9600  -36542.3800    0.005769    0.001576    0.001674    0.001019    0.001184    0.004366
0070  0695   -8390.7500  -47611.1900    0.006340    0.000764    0.000955    0.000655    0.000761    0.002829
0071  0696   -7094.8000  -34916.2800    0.009642    0.001742   -0.000583    0.000960    0.001131    0.003949
0072  0697  -14029.4300  -40605.7700    0.009042    0.002908    0.000173    0.000753    0.000861    0.003023
0073  0698  -17627.8100 -197341.4000    0.001283    0.003498   -0.001746    0.000644    0.000749    0.002536
0074  0699   38267.3400   30817.4800    0.008264    0.017430   -0.008013    0.000907    0.001004    0.003656
0075  0700   25459.4500    1695.2200    0.004702    0.023299   -0.000854    0.000645    0.000760    0.002592
0076  0701   10280.7600   25122.5800   -0.021354   -0.016627    0.030681    0.000946    0.001023    0.003666
0077  0702  -22655.7100    6838.5500   -0.001492   -0.024326   -0.008225    0.000842    0.001016    0.003417
0078  0703   19328.1400   34042.0400   -0.022216   -0.004862   -0.028048    0.000833    0.000972    0.003247
0079  0704    7679.6700   37897.2600   -0.013765   -0.002159   -0.006397    0.000962    0.001032    0.004008
0080  0705   84881.2100   57183.2100   -0.001351    0.007640   -0.004708    0.000700    0.000816    0.002794
0081  0706   64631.9500   79230.0100   -0.001574    0.001796    0.005416    0.000715    0.000831    0.002911
0082  0707   54821.3500   35914.7700   -0.000254    0.013658   -0.001212    0.000676    0.000816    0.002757
0083  0709   51135.8000   78734.7900   -0.004569    0.000614   -0.002770    0.000690    0.000810    0.002684
0084  0710   45613.5700   16943.1100    0.003593    0.014796   -0.005282    0.000738    0.000940    0.003311
0085  0711  -23435.6300   75973.2800   -0.002527   -0.001668    0.001140    0.000730    0.000833    0.002895
0086  0712  -42997.5200   57918.8600    0.001919   -0.003773   -0.000210    0.000685    0.000778    0.002702
0087  0713  -77639.2900   73030.8000    0.002031   -0.000317    0.000443    0.000783    0.000907    0.003044
0088  0714  -81193.5000   14497.0300    0.000735   -0.007027   -0.003048    0.000761    0.000894    0.003003
0089  0715 -103186.3600   56599.9200   -0.000161   -0.000716    0.003191    0.000989    0.001049    0.004302
0090  0716 -152305.4800   57599.0400    0.002312    0.000202   -0.005980    0.000837    0.000879    0.003316
0091  0717  -65545.2700  -50447.9100    0.003332    0.001005    0.000623    0.000689    0.000798    0.002673
0092  0718  -97207.3000  -25513.1100   -0.001598   -0.002740   -0.001716    0.000690    0.000782    0.002763
0093  0719 -128482.6500   -4967.4300    0.001738   -0.001618   -0.001246    0.000812    0.000985    0.003285
0094  0720 -131980.7800     457.4600    0.001674   -0.003084   -0.005725    0.000939    0.001087    0.003787
0095  0721 -136473.8900   -6223.5000    0.002294   -0.001366    0.000399    0.000812    0.000863    0.003387
0096  0722 -142592.1400    -241.5500    0.000187   -0.000541    0.000695    0.000783    0.000892    0.003065
0097  0723 -222001.8600  -39644.6000    0.000010    0.002482   -0.003465    0.000751    0.000858    0.003004
0098  0724 -224418.2400   32537.4500    0.001318   -0.000235   -0.005861    0.000799    0.000906    0.003176
0099  0725 -257914.5300  -46611.8800    0.001548    0.000865    0.004742    0.001029    0.001108    0.004076
0100  0726 -263935.5100   21196.3000    0.000255    0.000258   -0.004307    0.000870    0.000997    0.003440
0101  0727 -264933.0900  -24802.6900    0.000668   -0.000425   -0.006148    0.000979    0.001186    0.004235
0102  0728 -282435.5200  -12060.8600    0.005656    0.000055    0.001780    0.001083    0.001228    0.004495
0103  0730 -477068.4200  -93753.0400    0.002157    0.000134    0.002766    0.000697    0.000770    0.002763
0104  0731 -489695.9600  -60813.1200   -0.003300    0.004912   -0.001089    0.001016    0.001062    0.004154
0105  0732 -498322.8000  -71262.3900    0.000054    0.002993   -0.003353    0.000709    0.000793    0.002836
0106  0733 -515951.6800 -130178.7500    0.002003    0.001544    0.000576    0.000772    0.000855    0.003263
0107  0735 -597516.8000 -196173.4200    0.001055    0.002501   -0.003982    0.000739    0.000818    0.002898
0108  0770   64519.1500  -72813.2700    0.002337    0.005054   -0.002886    0.000654    0.000782    0.002532
0109  0771   62194.2100  -27226.3400    0.001488    0.008431   -0.001332    0.000737    0.000832    0.002906
0110  0772   17252.3900  -69129.0300    0.006126    0.002708   -0.002101    0.000605    0.000708    0.002371
0111  0773  -22620.0700  -27386.4000    0.008085   -0.000856    0.000211    0.000675    0.000781    0.002649
0112  0774  -29344.4000  -59723.5400    0.004818    0.003010   -0.003176    0.000654    0.000799    0.002654
0113  0775  -39978.0900  -37197.3400    0.005549    0.001361   -0.002337    0.000741    0.000797    0.003160
0114  0776 -123076.4600  -22354.5000   -0.001917   -0.001313    0.004049    0.000800    0.000954    0.004435
0115  0777 -152184.9400  -53681.1100   -0.000203    0.001274   -0.000765    0.000942    0.001051    0.003821
0116  0831   34600.9700  -24931.5800    0.002951    0.009311    0.000347    0.000649    0.000755    0.002529
0117  0832    5296.9100  -94194.1800    0.004355    0.002246   -0.002885    0.000678    0.000737    0.002815
0118  0833   39184.0500   44231.7300   -0.003766    0.010987   -0.005495    0.000897    0.001149    0.003805
0119  0834  -76285.4500  -33248.0400    0.000948   -0.003712   -0.000552    0.000636    0.000740    0.002462
0120  0835  -97730.0500  -44488.0500   -0.000177   -0.000661   -0.002643    0.000722    0.000798    0.002930
0121  0836 -109751.1000  -28348.5200    0.000737   -0.000431   -0.000805    0.000752    0.000858    0.002926
0122  0837 -106385.0600  -10253.9700    0.000769   -0.002762    0.002551    0.000897    0.000930    0.004800
0123  1060  127258.8500   -2441.3400    0.000002    0.005726   -0.005196    0.000718    0.000855    0.002806
0124  1061  120719.1100   20682.4800   -0.003342    0.007453    0.005630    0.001008    0.001243    0.004554
0125  1062   99335.9100  -41428.4700    0.000298    0.005184    0.004879    0.000687    0.000852    0.002860
0126  1063   88386.3000   -6127.5400   -0.000167    0.008688   -0.008702    0.000825    0.000944    0.003376
0127  1064   87237.7500   23578.8700    0.000412    0.012065   -0.005542    0.000903    0.000917    0.003903
0128  1065   79134.7100  -61391.2100    0.000663    0.004304   -0.002752    0.000722    0.000867    0.002793
0129  1066   55757.4600  -59481.8700    0.002381    0.004726   -0.002213    0.000788    0.000902    0.003133
0130  1067   31316.7700  -81098.3200    0.002608    0.000728   -0.001217    0.000625    0.000730    0.002464
0131  1068   -2430.4200  -71829.6800    0.001383    0.001687   -0.018512    0.000896    0.001012    0.004223
0132  1069   30680.4700  -10234.0200    0.004700    0.015461    0.000936    0.000672    0.000797    0.002598
0133  1070   23951.5100   13319.4300    0.005263    0.027855   -0.001997    0.000723    0.000821    0.002966
0134  1071   -8037.4100    2231.3200    0.024268   -0.000375   -0.015351    0.000668    0.000769    0.002594
0135  1073  -42627.9600   10223.3600   -0.000055   -0.015333   -0.018011    0.000853    0.000858    0.004166
0136  1074  -46666.0200  -50636.7300    0.005275    0.003271    0.010413    0.000843    0.000963    0.004203
0137  1075  -48721.4400   -5752.7700    0.001444   -0.013662   -0.003898    0.000961    0.001091    0.004792
0138  1076  -53858.9600   25403.1500    0.002102   -0.008938   -0.000623    0.000761    0.000883    0.003007
0139  1077   82711.9500   72523.2600   -0.002208    0.005753   -0.000058    0.000773    0.000879    0.003046
0140  1078   67744.5700   51530.7100   -0.000292    0.009393   -0.000397    0.000758    0.000848    0.003000
0141  1079   36874.3100   94863.8400   -0.006299    0.001850    0.000308    0.000688    0.000811    0.003078
0142  1080   19897.4900  122507.8300   -0.002499    0.001002    0.000567    0.000765    0.000941    0.003796
0143  1081   14284.4500   66721.8000   -0.007780   -0.000571   -0.002211    0.000735    0.000871    0.003045
0144  1082    9527.5000   84412.1300   -0.005265    0.002785    0.004186    0.000953    0.001100    0.003873
0145  1083  -27021.2200   60454.8700   -0.002845   -0.000631   -0.007308    0.000872    0.000958    0.003628
0146  1084  -50021.9000   81531.4300    0.000878   -0.000556    0.001895    0.000746    0.000823    0.003076
0147  1085  -73186.4700   59850.0900    0.002099   -0.002276   -0.002445    0.000676    0.000798    0.002741
0148  1086  -85581.9500   51328.4200    0.001962   -0.004066   -0.006177    0.000709    0.000834    0.002832
0149  1087  -99843.2400   25360.7300    0.000583   -0.003515   -0.004678    0.001119    0.001262    0.004400
0150  1088 -109065.8800   72245.6400    0.000659   -0.006101    0.005252    0.001377    0.001464    0.005591
0151  1089 -115089.4600    2770.4200    0.002490   -0.001602    0.005369    0.000718    0.000829    0.002869
0152  1090 -134530.1500   28012.8500    0.001234   -0.000622   -0.001084    0.000759    0.000815    0.003465
0153  1091 -148153.0700  -34306.9800    0.001718    0.002208   -0.001024    0.001011    0.000982    0.004580
0154  1092 -156006.2900  -15140.2100    0.000518   -0.000518   -0.001054    0.000860    0.001001    0.003404
0155  1093 -170435.7100   16165.0300    0.003737   -0.001179   -0.000265    0.000707    0.000792    0.002837
0156  1137   34112.1200   60890.0600   -0.010701   -0.003112   -0.014877    0.000881    0.001036    0.003488
0157  1168  -23256.3400  -88715.6500    0.005024    0.000804    0.003878    0.000621    0.000743    0.002599
0158  1169  -11413.1100   24678.1800   -0.008089   -0.019683   -0.001157    0.000711    0.000851    0.002824
0159  2004 -150174.3800   16915.1000    0.001495    0.000685   -0.010969    0.000939    0.001056    0.003690
0160  0000  -37356.6800   89375.5700    0.000303   -0.000604    0.000966    0.000643    0.000818    0.002708
0161  0000   -6185.8600  -80482.2400    0.005121    0.002043    0.004683    0.000690    0.000812    0.002846
0162  0000 -132369.2800   66999.2100   -0.000111   -0.000790    0.000540    0.000840    0.000868    0.003660
