0079  130.9136   33.9966  0.000020  0.006117 -0.004477  0.000678  0.000801  0.002671
0087  130.4768   33.7307  0.000869  0.007796 -0.000839  0.000683  0.000806  0.002648
0088  131.6914   33.4615 -0.002663  0.002761 -0.005126  0.000758  0.000907  0.002974
0089  130.9678   33.3311  0.001297  0.012394 -0.003889  0.000670  0.000802  0.002688
0090  131.8764   32.9246 -0.003728  0.000958 -0.000366  0.000638  0.000744  0.002493
0091  129.8503   33.4761  0.001459  0.002759  0.000166  0.000639  0.000750  0.002895
0093  130.6456   32.5464  0.012806 -0.011916 -0.003631  0.001864  0.002298  0.007425
0094  131.6323   32.4454  0.002885 -0.003101  0.006507  0.000799  0.000848  0.003369
0095  131.4697   32.0218  0.002412 -0.002577  0.007163  0.000658  0.000745  0.002616
0096  130.1901   32.0132  0.000052  0.001199  0.000247  0.000680  0.000796  0.002630
0098  130.2995   31.2646  0.001646  0.001147  0.003340  0.000680  0.000780  0.002638
0099  131.0875   31.2585  0.001442  0.001751 -0.009515  0.001077  0.001186  0.005040
0413  131.2860   33.9777 -0.000400  0.006283 -0.005489  0.000613  0.000736  0.002372
0450  130.2508   33.5361  0.002415  0.006990  0.003006  0.000786  0.000910  0.003111
0451  130.5220   33.5004 -0.000421  0.010358 -0.001090  0.000943  0.001103  0.003655
0452  130.8287   33.4655 -0.000006  0.009762 -0.007735  0.000724  0.000830  0.002857
0453  130.5646   33.2059  0.000873  0.013805  0.005312  0.000674  0.000823  0.002781
0454  130.2687   33.2749  0.000572  0.005008  0.005767  0.000641  0.000771  0.002542
0455  130.0942   33.0985  0.002086  0.002210  0.000627  0.000720  0.000842  0.002770
0456  129.4821   34.6556  0.000740  0.002836 -0.000136  0.000580  0.000702  0.002268
0457  129.3115   34.2682  0.002061  0.001396  0.003804  0.000696  0.000852  0.002864
0458  129.7347   33.7427  0.002858  0.004781  0.003026  0.000633  0.000730  0.002646
0459  129.5370   33.3622  0.002069  0.001467 -0.002729  0.000630  0.000748  0.002440
0460  129.6907   33.0631  0.003825  0.000964  0.004851  0.000605  0.000723  0.002416
0461  130.2713   32.8707  0.007335  0.003426 -0.001072  0.000710  0.000838  0.002798
0462  128.8431   32.6694  0.001385  0.002858  0.004230  0.000725  0.000853  0.002769
0463  130.1546   32.6369  0.006346  0.003084 -0.001118  0.000625  0.000761  0.002511
0464  130.5477   32.9335  0.003151  0.012049  0.003364  0.000681  0.000792  0.002619
0465  130.7648   32.8421 -0.007771  0.021735  0.004068  0.000736  0.000830  0.002966
0466  131.0993   32.7407 -0.008251 -0.014675  0.004312  0.000723  0.000827  0.002961
0467  129.9873   32.3262  0.003084  0.003850 -0.002343  0.000721  0.000844  0.002791
0468  130.5068   32.2992 -0.000587 -0.011100  0.000063  0.000906  0.001042  0.003654
0469  130.8026   32.2387  0.001739 -0.010669  0.004498  0.000750  0.000833  0.002968
0470  131.5642   33.6712  0.001062  0.005469 -0.002162  0.000745  0.000868  0.002985
0471  131.1689   33.4962  0.000601  0.010338 -0.005498  0.000799  0.000933  0.003320
0472  131.3473   33.2540  0.017461  0.006013 -0.019819  0.002316  0.002801  0.009333
0473  131.7981   33.2394 -0.004216  0.002183  0.001024  0.000650  0.000770  0.002516
0474  131.2861   33.0090 -0.013784 -0.003101 -0.006816  0.000902  0.001056  0.003445
0475  131.5878   32.9869 -0.004162 -0.000363 -0.000894  0.000710  0.000837  0.002737
0476  131.7568   32.7040 -0.004035  0.001951  0.005793  0.000838  0.000984  0.003554
0477  131.3276   32.6848 -0.006224 -0.002174 -0.007022  0.000839  0.000969  0.003570
0478  131.1489   32.4566  0.000764 -0.007290 -0.008075  0.000725  0.000895  0.003011
0479  131.1852   32.2459  0.001508 -0.005771 -0.001061  0.000696  0.000801  0.003121
0480  131.5158   32.1704  0.003113 -0.000886  0.001031  0.000623  0.000719  0.002447
0481  131.0786   31.9651  0.002867 -0.004354 -0.000609  0.000764  0.000876  0.002980
0482  131.0215   31.7403  0.003487 -0.001956 -0.009210  0.001235  0.001366  0.005300
0483  131.3689   31.6765  0.001884 -0.000174  0.000129  0.000925  0.000998  0.003850
0484  131.2174   31.4694  0.002337 -0.000020  0.005068  0.000701  0.000822  0.002763
0485  130.5978   32.0575  0.000240 -0.004640 -0.000773  0.000742  0.000874  0.002876
0486  130.7597   31.8555  0.000974 -0.002328 -0.007683  0.000728  0.000847  0.002873
0487  129.7954   31.7687 -0.000049  0.000997  0.003493  0.000772  0.000903  0.003143
0488  130.2781   31.7174 -0.001804 -0.000986  0.001191  0.000678  0.000798  0.002663
0489  130.8361   31.6174  0.002495 -0.000097  0.007867  0.000857  0.001029  0.003529
0490  130.6404   31.2352 -0.000074 -0.001618 -0.002369  0.000859  0.000998  0.003338
0491  130.7231   31.1062  0.002905 -0.001700  0.001306  0.000744  0.000838  0.003008
0492  130.9642   30.5309  0.000817 -0.001030 -0.000121  0.000736  0.000845  0.002833
0493  130.6384   30.3817  0.001918  0.001260  0.009219  0.000986  0.001160  0.004120
0494  129.4890   28.3991  0.000807  0.002821  0.006685  0.000748  0.000846  0.002918
0495  128.4323   27.0322  0.002204  0.003967  0.002454  0.000670  0.000734  0.002594
0685  130.7495   33.7455  0.000558  0.005012 -0.000267  0.000753  0.000912  0.002991
0686  131.0165   33.6974 -0.000262  0.008364 -0.002408  0.000676  0.000809  0.002739
0687  130.8239   33.6405 -0.000829  0.008039 -0.005592  0.000889  0.001069  0.003567
0688  130.7012   33.3272 -0.001372  0.016304  0.002225  0.000916  0.001165  0.003793
0689  129.9401   33.1960  0.002416  0.002942  0.001004  0.000668  0.000795  0.002661
0690  129.6900   33.2661  0.001067  0.003092 -0.003079  0.000764  0.000896  0.003037
0691  129.1255   33.2558  0.003645  0.001600 -0.005143  0.000592  0.000682  0.002427
0692  129.0263   32.8856  0.000934  0.003235 -0.004691  0.000687  0.000762  0.002804
0693  130.1664   32.7957  0.008101  0.002547 -0.000468  0.000665  0.000783  0.002557
0694  130.3360   32.7930  0.005769  0.001576  0.001674  0.001019  0.001184  0.004366
0695  130.2167   32.7123  0.006340  0.000764  0.000955  0.000655  0.000761  0.002829
0696  130.3523   32.7226  0.009642  0.001742 -0.000583  0.000960  0.001131  0.003949
0697  130.2907   32.6607  0.009042  0.002908  0.000173  0.000753  0.000861  0.003023
0698  128.6194   32.6343  0.001283  0.003498 -0.001746  0.000644  0.000749  0.002536
0699  131.0629   33.1220  0.008264  0.017430 -0.008013  0.000907  0.001004  0.003656
0700  130.7486   33.0113  0.004702  0.023299 -0.000854  0.000645  0.000760  0.002592
0701  130.9962   32.8707 -0.021354 -0.016627  0.030681  0.000946  0.001023  0.003666
0702  130.7949   32.5767 -0.001492 -0.024326 -0.008225  0.000842  0.001016  0.003417
0703  131.0934   32.9507 -0.022216 -0.004862 -0.028048  0.000833  0.000972  0.003247
0704  131.1321   32.8450 -0.013765 -0.002159 -0.006397  0.000962  0.001032  0.004008
