0705  131.3566   33.5371 -0.001351  0.007640 -0.004708  0.000700  0.000816  0.002794
0706  131.5884   33.3499 -0.001574  0.001796  0.005416  0.000715  0.000831  0.002911
0707  131.1211   33.2703 -0.000254  0.013658 -0.001212  0.000676  0.000816  0.002757
0709  131.5795   33.2284 -0.004569  0.000614 -0.002770  0.000690  0.000810  0.002684
0710  130.9157   33.1906  0.003593  0.014796 -0.005282  0.000738  0.000940  0.003311
0711  131.5307   32.5570 -0.002527 -0.001668  0.001140  0.000730  0.000833  0.002895
0712  131.3340   32.3844  0.001919 -0.003773 -0.000210  0.000685  0.000778  0.002702
0713  131.4860   32.0691  0.002031 -0.000317  0.000443  0.000783  0.000907  0.003044
0714  130.8656   32.0477  0.000735 -0.007027 -0.003048  0.000761  0.000894  0.003003
0715  131.3063   31.8421 -0.000161 -0.000716  0.003191  0.000989  0.001049  0.004302
0716  131.3059   31.3991  0.002312  0.000202 -0.005980  0.000837  0.000879  0.003316
0717  130.1797   32.1971  0.003332  0.001005  0.000623  0.000689  0.000798  0.002673
0718  130.4397   31.9088 -0.001598 -0.002740 -0.001716  0.000690  0.000782  0.002763
0719  130.6519   31.6241  0.001738 -0.001618 -0.001246  0.000812  0.000985  0.003285
0720  130.7085   31.5918  0.001674 -0.003084 -0.005725  0.000939  0.001087  0.003787
0721  130.6374   31.5522  0.002294 -0.001366  0.000399  0.000812  0.000863  0.003387
0722  130.6994   31.4962  0.000187 -0.000541  0.000695  0.000783  0.000892  0.003065
0723  130.2750   30.7847  0.000010  0.002482 -0.003465  0.000751  0.000858  0.003004
0724  131.0286   30.7533  0.001318 -0.000235 -0.005861  0.000799  0.000906  0.003176
0725  130.1982   30.4614  0.001548  0.000865  0.004742  0.001029  0.001108  0.004076
0726  130.9032   30.3987  0.000255  0.000258 -0.004307  0.000870  0.000997  0.003440
0727  130.4244   30.3958  0.000668 -0.000425 -0.006148  0.000979  0.001186  0.004235
0728  130.5545   30.2364  0.005656  0.000055  0.001780  0.001083  0.001228  0.004495
0730  129.6936   28.4872  0.002157  0.000134  0.002766  0.000697  0.000770  0.002763
0731  130.0290   28.3711 -0.003300  0.004912 -0.001089  0.001016  0.001062  0.004154
0732  129.9217   28.2940  0.000054  0.002993 -0.003353  0.000709  0.000793  0.002836
0733  129.3204   28.1376  0.002003  0.001544  0.000576  0.000772  0.000855  0.003263
0735  128.6507   27.4012  0.001055  0.002501 -0.003982  0.000739  0.000818  0.002898
0770  129.9549   33.3722  0.002337  0.005054 -0.002886  0.000654  0.000782  0.002532
0771  130.4445   33.3465  0.001488  0.008431 -0.001332  0.000737  0.000832  0.002906
0772  129.9897   32.9456  0.006126  0.002708 -0.002101  0.000605  0.000708  0.002371
0773  130.4304   32.5817  0.008085 -0.000856  0.000211  0.000675  0.000781  0.002649
0774  130.0852   32.5245  0.004818  0.003010 -0.003176  0.000654  0.000799  0.002654
0775  130.3236   32.4263  0.005549  0.001361 -0.002337  0.000741  0.000797  0.003160
0776  130.4694   31.6751 -0.001917 -0.001313  0.004049  0.000800  0.000954  0.004435
0777  130.1358   31.4159 -0.000203  0.001274 -0.000765  0.000942  0.001051  0.003821
0831  130.4650   33.0974  0.002951  0.009311  0.000347  0.000649  0.000755  0.002529
0832  129.7207   32.8396  0.004355  0.002246 -0.002885  0.000678  0.000737  0.002815
0833  131.2068   33.1278 -0.003766  0.010987 -0.005495  0.000897  0.001149  0.003805
0834  130.3607   32.0984  0.000948 -0.003712 -0.000552  0.000636  0.000740  0.002462
0835  130.2390   31.9062 -0.000177 -0.000661 -0.002643  0.000722  0.000798  0.002930
0836  130.4080   31.7960  0.000737 -0.000431 -0.000805  0.000752  0.000858  0.002926
0837  130.5996   31.8241  0.000769 -0.002762  0.002551  0.000897  0.000930  0.004800
1060  130.7224   33.9297  0.000002  0.005726 -0.005196  0.000718  0.000855  0.002806
1061  130.9711   33.8670 -0.003342  0.007453  0.005630  0.001008  0.001243  0.004554
1062  130.2969   33.6831  0.000298  0.005184  0.004879  0.000687  0.000852  0.002860
1063  130.6757   33.5798 -0.000167  0.008688 -0.008702  0.000825  0.000944  0.003376
1064  130.9954   33.5647  0.000412  0.012065 -0.005542  0.000903  0.000917  0.003903
1065  130.0793   33.5030  0.000663  0.004304 -0.002752  0.000722  0.000867  0.002793
1066  130.0972   33.2920  0.002381  0.004726 -0.002213  0.000788  0.000902  0.003133
1067  129.8629   33.0734  0.002608  0.000728 -0.001217  0.000625  0.000730  0.002464
1068  129.9589   32.7683  0.001383  0.001687 -0.018512  0.000896  0.001012  0.004223
1069  130.6218   33.0601  0.004700  0.015461  0.000936  0.000672  0.000797  0.002598
1070  130.8727   32.9959  0.005263  0.027855 -0.001997  0.000723  0.000821  0.002966
1071  130.7484   32.7092  0.024268 -0.000375 -0.015351  0.000668  0.000769  0.002594
1073  130.8273   32.3961 -0.000055 -0.015333 -0.018011  0.000853  0.000858  0.004166
1074  130.1799   32.3674  0.005275  0.003271  0.010413  0.000843  0.000963  0.004203
1075  130.6565   32.3435  0.001444 -0.013662 -0.003898  0.000961  0.001091  0.004792
1076  130.9864   32.2924  0.002102 -0.008938 -0.000623  0.000761  0.000883  0.003007
1077  131.5211   33.5143 -0.002208  0.005753 -0.000058  0.000773  0.000879  0.003046
1078  131.2917   33.3838 -0.000292  0.009393 -0.000397  0.000758  0.000848  0.003000
1079  131.7484   33.0962 -0.006299  0.001850  0.000308  0.000688  0.000811  0.003078
1080  132.0390   32.9364 -0.002499  0.001002  0.000567  0.000765  0.000941  0.003796
1081  131.4415   32.8989 -0.007780 -0.000571 -0.002211  0.000735  0.000871  0.003045
1082  131.6292   32.8522 -0.005265  0.002785  0.004186  0.000953  0.001100  0.003873
1083  131.3647   32.5279 -0.002845 -0.000631 -0.007308  0.000872  0.000958  0.003628
1084  131.5830   32.3162  0.000878 -0.000556  0.001895  0.000746  0.000823  0.003076
1085  131.3475   32.1119  0.002099 -0.002276 -0.002445  0.000676  0.000798  0.002741
1086  131.2545   32.0018  0.001962 -0.004066 -0.006177  0.000709  0.000834  0.002832
1087  130.9770   31.8778  0.000583 -0.003515 -0.004678  0.001119  0.001262  0.004400
1088  131.4701   31.7860  0.000659 -0.006101  0.005252  0.001377  0.001464  0.005591
1089  130.7357   31.7438  0.002490 -0.001602  0.005369  0.000718  0.000829  0.002869
1090  130.9983   31.5646  0.001234 -0.000622 -0.001084  0.000759  0.000815  0.003465
1091  130.3401   31.4503  0.001718  0.002208 -0.001024  0.001011  0.000982  0.004580
1092  130.5406   31.3772  0.000518 -0.000518 -0.001054  0.000860  0.001001  0.003404
1093  130.8671   31.2427  0.003737 -0.001179 -0.000265  0.000707  0.000792  0.002837
1137  131.3840   33.0788 -0.010701 -0.003112 -0.014877  0.000881  0.001036  0.003488
1168  129.7770   32.5817  0.005024  0.000804  0.003878  0.000621  0.000743  0.002599
1169  130.9871   32.6752 -0.008089 -0.019683 -0.001157  0.000711  0.000851  0.002824
2004  130.8786   31.4253  0.001495  0.000685 -0.010969  0.000939  0.001056  0.003690
P122  131.6696   32.4286  0.000303 -0.000604  0.000966  0.000643  0.000818  0.002708
P210  129.8662   32.7351  0.005121  0.002043  0.004683  0.000690  0.000812  0.002846
P211  131.4093   31.5770 -0.000111 -0.000790  0.000540  0.000840  0.000868  0.003660
