0001 0079 134986.580000 15097.390000 0.000000
0002 0087 104840.400000 -24830.450000 0.000000
0003 0088 77258.330000 88494.320000 0.000000
0004 0089 61282.350000 21508.960000 0.000000
0005 0090 18160.140000 107332.590000 0.000000
0006 0091 75951.550000 -82639.160000 0.000000
0007 0092 -10109.030000 -81013.420000 0.000000
0008 0093 -26240.490000 -7125.950000 0.000000
0009 0094 -35575.460000 85823.370000 0.000000
0010 0095 -82924.390000 71609.260000 0.000000
0011 0096 -85915.490000 -49239.770000 0.000000
0012 0097 -142072.040000 -22379.700000 0.000000
0013 0098 -168783.940000 -37924.160000 0.000000
0014 0099 -168304.060000 37127.680000 0.000000
0015 0413 133602.000000 49545.660000 0.000000
0016 0450 82988.620000 -45503.310000 0.000000
0017 0451 79359.440000 -20267.840000 0.000000
0018 0452 75947.560000 8301.580000 0.000000
0019 0453 46763.050000 -15812.060000 0.000000
0020 0454 54037.290000 -43488.170000 0.000000
0021 0455 34298.240000 -59540.120000 0.000000
0022 0458 105426.900000 -93586.750000 0.000000
0023 0459 63132.500000 -111681.720000 0.000000
0024 0460 30056.250000 -97168.560000 0.000000
0025 0461 9229.530000 -42702.080000 0.000000
0026 0463 -16813.130000 -53340.420000 0.000000
0027 0464 16538.820000 -16944.030000 0.000000
0028 0465 6723.810000 3522.180000 0.000000
0029 0466 -3952.780000 35056.860000 0.000000
0030 0467 -51411.940000 -68715.800000 0.000000
0031 0468 -53845.350000 -19770.210000 0.000000
0032 0469 -60121.260000 8195.420000 0.000000
0033 0470 100211.860000 76092.910000 0.000000
0034 0471 79968.760000 39848.240000 0.000000
0035 0472 53469.500000 57025.440000 0.000000
0036 0473 52884.300000 99075.600000 0.000000
0037 0474 26171.320000 51916.620000 0.000000
0038 0475 24366.190000 80173.700000 0.000000
0039 0476 -6602.490000 96789.510000 0.000000
0040 0477 -9695.090000 56589.640000 0.000000
0041 0478 -35352.210000 40338.250000 0.000000
0042 0479 -58655.210000 44233.630000 0.000000
0043 0480 -66336.780000 75586.270000 0.000000
0044 0481 -89989.720000 34783.860000 0.000000
0045 0482 -115008.330000 29855.230000 0.000000
0046 0483 -121415.310000 62921.410000 0.000000
0047 0484 -144686.810000 49024.020000 0.000000
0048 0485 -80512.200000 -10805.050000 0.000000
0049 0486 -102666.340000 4840.660000 0.000000
0050 0487 -113366.350000 -86318.860000 0.000000
0051 0488 -118617.920000 -40540.530000 0.000000
0052 0489 -128948.890000 12514.420000 0.000000
0053 0490 -171607.020000 -5418.940000 0.000000
0054 0491 -185789.090000 2680.990000 0.000000
0055 0685 106875.510000 415.710000 0.000000
0056 0686 101992.450000 25253.410000 0.000000
0057 0687 95346.000000 7508.120000 0.000000
0058 0688 60417.500000 -3306.750000 0.000000
0059 0689 44974.630000 -74015.580000 0.000000
0060 0690 52563.700000 -97375.970000 0.000000
0061 0693 802.770000 -52425.210000 0.000000
0062 0694 692.670000 -36546.430000 0.000000
0063 0695 -8391.550000 -47615.150000 0.000000
0064 0696 -7097.530000 -34918.950000 0.000000
0065 0697 -14034.690000 -40604.460000 0.000000
0066 0699 38262.740000 30817.620000 0.000000
0067 0700 25458.580000 1696.780000 0.000000
0068 0701 10286.070000 25124.190000 0.000000
0069 0702 -22652.630000 6838.710000 0.000000
0070 0703 19323.020000 34044.250000 0.000000
0071 0704 7680.120000 37901.740000 0.000000
0072 0705 84884.020000 57186.530000 0.000000
0073 0706 64626.890000 79232.940000 0.000000
0074 0707 54818.470000 35917.830000 0.000000
0075 0708 34122.730000 61062.080000 0.000000
0076 0709 51138.890000 78732.940000 0.000000
0077 0710 45610.920000 16946.440000 0.000000
0078 0711 -23430.170000 75970.780000 0.000000
0079 0712 -42997.470000 57920.210000 0.000000
0080 0713 -77638.310000 73032.540000 0.000000
0081 0714 -81191.130000 14499.850000 0.000000
0082 0715 -103186.270000 56600.490000 0.000000
0083 0716 -152304.700000 57595.780000 0.000000
0084 0717 -65548.070000 -50452.470000 0.000000
0085 0718 -97202.460000 -25510.500000 0.000000
0086 0719 -128482.620000 -4968.550000 0.000000
0087 0720 -131975.780000 460.810000 0.000000
0088 0721 -136471.220000 -6228.090000 0.000000
0089 0722 -142597.070000 -241.550000 0.000000
0090 0770 64517.190000 -72817.570000 0.000000
0091 0771 62192.960000 -27225.120000 0.000000
0092 0772 17251.070000 -69130.630000 0.000000
0093 0773 -22622.710000 -27382.310000 0.000000
0094 0774 -29340.480000 -59725.080000 0.000000
0095 0775 -39980.800000 -37194.380000 0.000000
0096 0776 -123075.980000 -22349.880000 0.000000
0097 0777 -152185.660000 -53684.990000 0.000000
0098 0831 34595.940000 -24932.480000 0.000000
0099 0832 5298.290000 -94193.290000 0.000000
0100 0833 39188.980000 44231.370000 0.000000
0101 0834 -76281.490000 -33252.030000 0.000000
0102 0835 -97733.840000 -44490.650000 0.000000
0103 0836 -109748.620000 -28348.780000 0.000000
0104 0837 -106389.220000 -10254.790000 0.000000
0105 1060 127261.250000 -2439.550000 0.000000
0106 1061 120720.330000 20684.360000 0.000000
0107 1062 99332.840000 -41428.010000 0.000000
0108 1063 88382.820000 -6130.660000 0.000000
0109 1064 87241.580000 23581.090000 0.000000
0110 1065 79138.970000 -61394.130000 0.000000
0111 1066 55757.910000 -59480.310000 0.000000
0112 1067 31315.420000 -81093.700000 0.000000
0113 1068 -2429.710000 -71825.490000 0.000000
0114 1069 30684.540000 -10237.490000 0.000000
0115 1070 23955.400000 13315.170000 0.000000
0116 1071 -8033.610000 2228.330000 0.000000
0117 1072 -10566.310000 24182.160000 0.000000
0118 1073 -42629.920000 10227.790000 0.000000
0119 1074 -46664.990000 -50637.690000 0.000000
0120 1075 -48719.710000 -5753.570000 0.000000
0121 1076 -53859.400000 25402.660000 0.000000
0122 1077 82715.570000 72527.740000 0.000000
0123 1078 67739.430000 51528.740000 0.000000
0124 1079 36874.080000 94864.820000 0.000000
0125 1081 14284.170000 66724.300000 0.000000
0126 1082 9530.330000 84414.500000 0.000000
0127 1083 -27017.580000 60455.180000 0.000000
0128 1084 -50018.100000 81534.110000 0.000000
0129 1085 -73187.450000 59849.050000 0.000000
0130 1086 -85581.450000 51324.290000 0.000000
0131 1087 -99843.670000 25356.170000 0.000000
0132 1088 -109068.790000 72242.510000 0.000000
0133 1089 -115091.500000 2768.000000 0.000000
0134 1090 -134529.480000 28013.170000 0.000000
0135 1091 -148158.310000 -34311.300000 0.000000
0136 1092 -156002.060000 -15140.950000 0.000000
0137 1093 -170430.260000 16165.360000 0.000000
