# kml2gmt: KML read from Fault_maps_ver2.kml
# Active_faults
> -L"Active_faults"
130.046272455	32.0660615452
130.046210474	32.0659448123
130.046134417	32.0658016491
130.046029577	32.0656044013
130.045896901	32.0653549041
130.045737333	32.0650549923
130.045551821	32.0647065008
130.045341311	32.0643112645
130.045106748	32.063871118
130.044849079	32.063387896
130.044569249	32.0628634334
130.044268205	32.0622995647
130.043946893	32.0616981246
130.043606259	32.0610609479
130.043247249	32.0603898691
130.04287081	32.0596867231
130.042477886	32.0589533445
130.042275539	32.0585758914
130.042069425	32.0581915681
130.041859664	32.0578006041
130.041646373	32.0574032287
130.04142967	32.0569996712
130.041209674	32.056590161
130.040986504	32.0561749275
130.040760277	32.0557542
130.040531111	32.0553282079
130.040299126	32.0548971805
130.040064439	32.0544613473
130.039827168	32.0540209376
130.039587432	32.0535761808
130.039345349	32.0531273063
130.039101037	32.0526745434
130.038854614	32.0522181216
130.0386062	32.0517582703
130.038355911	32.0512952188
130.038103867	32.0508291966
130.037850185	32.050360433
130.037594984	32.0498891575
130.037338382	32.0494155995
130.037080498	32.0489399885
130.036821449	32.0484625538
130.036561354	32.0479835249
130.03630033	32.0475031312
130.036038498	32.0470216021
130.035775974	32.0465391672
130.035512877	32.0460560559
130.03538115	32.0458143182
130.035249325	32.0455724975
130.035117415	32.0453306225
130.034985436	32.0450887217
130.034853403	32.0448468239
130.034721329	32.0446049578
130.034589231	32.044363152
130.034457122	32.0441214353
130.034325018	32.0438798363
130.034192933	32.0436383837
130.034060883	32.0433971062
130.033928881	32.0431560325
130.033796943	32.0429151913
130.033665084	32.0426746112
130.033533317	32.0424343209
130.033401659	32.0421943492
130.033270123	32.0419547247
130.033138726	32.0417154761
130.03300748	32.041476632
130.032876402	32.0412382213
130.032745505	32.0410002725
130.032614806	32.0407628144
130.032484317	32.0405258756
130.032354056	32.0402894848
130.032224035	32.0400536708
130.03209427	32.0398184621
130.031964775	32.0395838876
130.031835567	32.0393499758
130.031706658	32.0391167556
130.031578064	32.0388842555
130.0314498	32.0386525042
130.031321881	32.0384215306
130.031194321	32.0381913631
130.031067135	32.0379620307
130.030940338	32.0377335618
130.030813944	32.0375059853
130.030687969	32.0372793297
130.030562428	32.0370536239
130.030437334	32.0368288965
130.030312703	32.0366051762
130.030250566	32.0364937027
130.03018855	32.0363824917
130.030126657	32.0362715468
130.030064889	32.0361608716
130.030003248	32.0360504697
130.029941735	32.0359403447
130.029880353	32.0358305002
130.029819104	32.0357209397
130.029697008	32.0355026853
130.029575465	32.0352856102
130.029454488	32.0350697429
130.029334092	32.0348551124
130.029214291	32.0346417472
130.029095102	32.034429676
130.028976537	32.0342189276
130.028858613	32.0340095306
130.028741344	32.0338015138
130.028624745	32.0335949057
130.02850883	32.0333897352
130.028393615	32.033186031
130.028279113	32.0329838216
130.028165341	32.0327831359
130.028052312	32.0325840024
130.027940042	32.03238645
130.027828545	32.0321905074
130.027717836	32.0319962031
130.02760793	32.0318035659
130.027498841	32.0316126245
130.027390585	32.0314234077
130.027283176	32.031235944
130.027176629	32.0310502623
130.027070958	32.0308663911
130.026966179	32.0306843593
130.026862307	32.0305041954
130.026759355	32.0303259283
130.02665734	32.0301495865
130.026556275	32.0299751989
130.026456175	32.029802794
130.026357056	32.0296324007
130.026258931	32.0294640475
130.026161816	32.0292977633
130.026065726	32.0291335766
130.025970676	32.0289715163
130.025876679	32.0288116109
130.025783751	32.0286538892
130.025691907	32.02849838
130.025601161	32.0283451118
130.025511529	32.0281941135
130.025423025	32.0280454136
130.025335663	32.027899041
130.025249459	32.0277550242
130.025164428	32.027613392
130.025080583	32.0274741732
130.024997941	32.0273373963
130.024916515	32.0272030902
130.024836321	32.0270712834
130.024757373	32.0269420048
130.024679686	32.0268152829
130.024603275	32.0266911466
130.024528155	32.0265696244
130.02445434	32.0264507452
130.024381845	32.0263345376
